"CIDADE";"ESTADO";"CAPITAL";"IDHM";"IDHM_Renda";"IDHM_Longevidade";"IDHM_Educacao";"POPULACAO_ESTIMADA";"PIB";"regiao"
"Aracoiaba Da Serra";"SP";0;0.776;0.751;0.86;0.723;33499;651158;"Norte"
"Aracu";"GO";0;0.693;0.686;0.838;0.578;3560;51889;"Centro-Oeste"
"Aracuai";"MG";0;0.663;0.633;0.821;0.56;36705;365568;"Norte"
"Aracas";"BA";0;0.57;0.54;0.744;0.462;12143;125487;"Nordeste"
"Araujos";"MG";0;0.698;0.694;0.855;0.574;9142;266088;"Norte"
"Arceburgo";"MG";0;0.683;0.687;0.81;0.573;10657;262618;"Norte"
"Arco-Iris";"SP";0;0.722;0.671;0.809;0.694;1811;51987;"Norte"
"Arcos";"MG";0;0.749;0.717;0.874;0.671;39793;1097434;"Norte"
"Arcoverde";"PE";0;0.667;0.654;0.799;0.567;73844;950624;"Nordeste"
"Areado";"MG";0;0.727;0.7;0.847;0.649;14955;217091;"Norte"
"Areal";"RJ";0;0.684;0.686;0.823;0.566;12471;316277;"Norte"
"Arealva";"SP";0;0.744;0.718;0.84;0.683;8505;170709;"Norte"
"Areia";"PB";0;0.594;0.593;0.756;0.467;22978;207750;"Nordeste"
"Areia Branca";"SE";0;0.579;0.579;0.773;0.434;18396;179337;"Nordeste"
"Areia Branca";"RN";0;0.682;0.647;0.79;0.621;27162;493892;"Nordeste"
"Areia De Baraunas";"PB";0;0.562;0.566;0.68;0.462;2140;17114;"Nordeste"
"Areial";"PB";0;0.608;0.573;0.779;0.503;6935;51093;"Nordeste"
"Areias";"SP";0;0.697;0.627;0.803;0.672;3876;37753;"Norte"
"Areiopolis";"SP";0;0.695;0.686;0.823;0.594;11099;129809;"Norte"
"Arenapolis";"MT";0;0.704;0.677;0.793;0.649;9714;165244;"Centro-Oeste"
"Arenopolis";"GO";0;0.687;0.674;0.826;0.582;2689;92641;"Centro-Oeste"
"Argirita";"MG";0;0.643;0.645;0.817;0.505;2751;30586;"Norte"
"Aricanduva";"MG";0;0.582;0.553;0.787;0.454;5191;37980;"Norte"
"Arinos";"MG";0;0.656;0.607;0.815;0.57;17888;204199;"Norte"
"Aripuana";"MT";0;0.675;0.682;0.816;0.553;21987;688189;"Centro-Oeste"
"Ariquemes";"RO";0;0.702;0.716;0.806;0.6;106168;2183383;"Norte"
"Ariranha";"SP";0;0.733;0.73;0.813;0.663;9573;654030;"Norte"
"Ariranha Do Ivai";"PR";0;0.67;0.637;0.794;0.594;2151;79110;"Sul"
"Armazem";"SC";0;0.77;0.743;0.882;0.698;8587;165972;"Sul"
"Armacao Dos Buzios";"RJ";0;0.728;0.75;0.824;0.624;33240;1474944;"Norte"
"Arneiroz";"CE";0;0.618;0.565;0.74;0.564;7836;50495;"Nordeste"
"Aroazes";"PI";0;0.583;0.563;0.752;0.468;5844;43295;"Nordeste"
"Aroeiras";"PB";0;0.548;0.537;0.745;0.411;19190;137125;"Nordeste"
"Aroeiras Do Itaim";"PI";0;0.519;0.502;0.738;0.378;2551;16553;"Nordeste"
"Arraial";"PI";0;0.56;0.514;0.761;0.449;4735;32304;"Nordeste"
"Arraial Do Cabo";"RJ";0;0.733;0.722;0.805;0.677;30096;655161;"Norte"
"Arraias";"TO";0;0.651;0.636;0.829;0.523;10601;143068;"Norte"
"Arroio Do Meio";"RS";0;0.769;0.75;0.86;0.706;20637;979937;"Sul"
"Arroio Do Padre";"RS";0;0.669;0.756;0.86;0.461;2921;50578;"Sul"
"Arroio Do Sal";"RS";0;0.74;0.74;0.844;0.649;9842;194682;"Sul"
"Arroio Do Tigre";"RS";0;0.707;0.708;0.848;0.589;13332;310146;"Sul"
"Arroio Dos Ratos";"RS";0;0.698;0.7;0.833;0.583;14123;222600;"Sul"
"Arroio Grande";"RS";0;0.657;0.673;0.807;0.522;18351;496710;"Sul"
"Arroio Trinta";"SC";0;0.764;0.781;0.873;0.653;3551;89986;"Sul"
"Artur Nogueira";"SP";0;0.749;0.745;0.827;0.681;53450;991269;"Norte"
"Aruana";"GO";0;0.675;0.708;0.826;0.526;9635;162664;"Centro-Oeste"
"Aruja";"SP";0;0.784;0.761;0.866;0.73;88455;4730400;"Norte"
"Arvoredo";"SC";0;0.715;0.713;0.842;0.61;2246;91584;"Sul"
"Arvorezinha";"RS";0;0.694;0.713;0.817;0.575;10425;244616;"Sul"
"Ares";"RN";0;0.606;0.587;0.725;0.523;14192;261890;"Nordeste"
"Ascurra";"SC";0;0.742;0.739;0.868;0.636;7889;157707;"Sul"
"Aspasia";"SP";0;0.735;0.699;0.864;0.657;1825;31012;"Norte"
"Assare";"CE";0;0.6;0.573;0.783;0.482;23417;150978;"Nordeste"
"Assai";"PR";0;0.728;0.724;0.833;0.641;15289;394931;"Sul"
"Assis";"SP";0;0.805;0.771;0.865;0.781;103666;2855490;"Norte"
"Assis";"SP";0;0.805;0.771;0.865;0.781;103666;2855490;"Norte"
"Assis Brasil";"AC";0;0.588;0.578;0.77;0.456;7300;83277;"Norte"
"Assis Chateaubriand";"PR";0;0.729;0.713;0.857;0.633;33397;1157044;"Sul"
"Assuncao";"PB";0;0.609;0.601;0.738;0.51;3870;34973;"Nordeste"
"Assuncao Do Piaui";"PI";0;0.499;0.462;0.706;0.382;7828;43816;"Nordeste"
"Astolfo Dutra";"MG";0;0.694;0.686;0.858;0.567;14085;277476;"Norte"
"Astorga";"PR";0;0.747;0.754;0.818;0.675;26011;621806;"Sul"
"Atalaia";"AL";0;0.561;0.545;0.752;0.431;47000;670061;"Nordeste"
"Atalaia";"PR";0;0.736;0.707;0.854;0.66;3902;110926;"Sul"
"Atalaia Do Norte";"AM";0;0.45;0.481;0.733;0.259;19438;168978;"Norte"
"Atalanta";"SC";0;0.733;0.736;0.802;0.668;3226;96916;"Sul"
"Ataleia";"MG";0;0.588;0.592;0.813;0.423;13064;147331;"Norte"
"Atibaia";"SP";0;0.765;0.786;0.851;0.67;141398;5871980;"Norte"
"Atilio Vivacqua";"ES";0;0.708;0.663;0.841;0.637;11765;259096;"Norte"
"Augustinopolis";"TO";0;0.67;0.614;0.793;0.619;18178;222591;"Norte"
"Augusto Correa";"PA";0;0.52;0.48;0.772;0.38;45516;309293;"Norte"
"Augusto De Lima";"MG";0;0.656;0.622;0.815;0.557;4888;68462;"Norte"
"Augusto Pestana";"RS";0;0.743;0.779;0.847;0.621;6706;298334;"Sul"
"Augusto Severo";"RN";0;0.621;0.624;0.774;0.495;9638;77321;"Nordeste"
"Aurelino Leal";"BA";0;0.568;0.555;0.759;0.434;11774;114307;"Nordeste"
"Auriflama";"SP";0;0.773;0.746;0.84;0.738;15123;292085;"Norte"
"Aurilandia";"GO";0;0.7;0.661;0.836;0.62;3184;55834;"Centro-Oeste"
"Aurora";"SC";0;0.733;0.748;0.87;0.606;5676;147850;"Sul"
"Aurora";"CE";0;0.605;0.557;0.764;0.521;24699;175870;"Nordeste"
"Aurora Do Para";"PA";0;0.519;0.504;0.773;0.358;30896;298264;"Norte"
"Aurora Do Tocantins";"TO";0;0.677;0.676;0.804;0.57;3731;41475;"Norte"
"Autazes";"AM";0;0.577;0.539;0.799;0.446;38830;287717;"Norte"
"Avanhandava";"SP";0;0.705;0.688;0.817;0.623;13433;337182;"Norte"
"Avare";"SP";0;0.767;0.751;0.866;0.695;90063;2492529;"Norte"
"Avai";"SP";0;0.714;0.674;0.83;0.65;5369;283507;"Norte"
"Aveiro";"PA";0;0.541;0.47;0.748;0.45;16371;122583;"Norte"
"Avelino Lopes";"PI";0;0.554;0.532;0.722;0.442;11252;71035;"Nordeste"
"Avelinopolis";"GO";0;0.66;0.682;0.828;0.508;2425;45990;"Centro-Oeste"
"Axixa";"MA";0;0.641;0.535;0.776;0.634;12076;69979;"Nordeste"
"Axixa Do Tocantins";"TO";0;0.627;0.595;0.733;0.566;9725;107015;"Norte"
"Acailandia";"MA";0;0.672;0.643;0.785;0.602;111757;1999546;"Nordeste"
"Acu";"RN";0;0.661;0.641;0.795;0.568;57644;783644;"Nordeste"
"Acucena";"MG";0;0.61;0.595;0.844;0.451;9575;94656;"Norte"
"Babaculandia";"TO";0;0.642;0.589;0.792;0.568;10662;101634;"Norte"
"Bacabal";"MA";0;0.651;0.619;0.753;0.591;104633;1127972;"Nordeste"
"Bacabeira";"MA";0;0.629;0.558;0.768;0.58;16855;344312;"Nordeste"
"Bacuri";"MA";0;0.578;0.54;0.737;0.484;18508;95451;"Nordeste"
"Bacurituba";"MA";0;0.537;0.474;0.681;0.479;5617;33523;"Nordeste"
"Bady Bassitt";"SP";0;0.746;0.737;0.805;0.701;17236;320651;"Norte"
"Baependi";"MG";0;0.681;0.664;0.833;0.57;19094;270478;"Norte"
"Bagre";"PA";0;0.471;0.481;0.777;0.28;30009;167841;"Norte"
"Bage";"RS";0;0.74;0.739;0.848;0.647;120943;2675247;"Sul"
"Baianopolis";"BA";0;0.589;0.543;0.763;0.492;13824;128079;"Nordeste"
"Baixa Grande";"BA";0;0.585;0.549;0.775;0.471;20488;137300;"Nordeste"
"Baixa Grande Do Ribeiro";"PI";0;0.564;0.537;0.751;0.446;11497;237930;"Nordeste"
"Baixio";"CE";0;0.627;0.563;0.763;0.575;6272;41999;"Nordeste"
"Baixo Guandu";"ES";0;0.702;0.67;0.811;0.637;30862;657363;"Norte"
"Baiao";"PA";0;0.578;0.538;0.77;0.467;46416;337839;"Norte"
"Balbinos";"SP";0;0.669;0.69;0.809;0.537;5532;42728;"Norte"
"Baldim";"MG";0;0.671;0.65;0.787;0.59;7851;102244;"Norte"
"Baliza";"GO";0;0.655;0.614;0.819;0.558;4992;72209;"Centro-Oeste"
"Balneario Arroio Do Silva";"SC";0;0.746;0.753;0.858;0.642;12705;142841;"Sul"
"Balneario Barra Do Sul";"SC";0;0.716;0.713;0.844;0.611;10550;176150;"Sul"
"Balneario Camboriu";"SC";0;0.845;0.854;0.894;0.789;138732;4930413;"Sul"
"Balneario Gaivota";"SC";0;0.728;0.734;0.844;0.622;10692;128431;"Sul"
"Balneario Pinhal";"RS";0;0.696;0.71;0.836;0.567;13760;194967;"Sul"
"Balneario Picarras";"SC";0;0.756;0.745;0.869;0.668;22511;594464;"Sul"
"Balneario Rincao";"SC";0;0.0;0.0;0.0;0.0;12570;217235;"Sul"
"Balsa Nova";"PR";0;0.696;0.707;0.823;0.579;12787;606279;"Sul"
"Balsas";"MA";0;0.687;0.674;0.807;0.597;93826;2393125;"Nordeste"
"Bambui";"MG";0;0.741;0.735;0.87;0.636;23757;580882;"Norte"
"Banabuiu";"CE";0;0.606;0.54;0.779;0.53;18151;141752;"Nordeste"
"Bananal";"SP";0;0.733;0.693;0.872;0.653;10896;217166;"Norte"
"Bananeiras";"PB";0;0.568;0.555;0.766;0.43;21210;228586;"Nordeste"
"Bandeira";"MG";0;0.599;0.583;0.811;0.454;4825;45183;"Norte"
"Bandeira Do Sul";"MG";0;0.692;0.681;0.802;0.608;5713;65801;"Norte"
"Bandeirante";"SC";0;0.672;0.675;0.795;0.565;2708;62753;"Sul"
"Bandeirantes";"PR";0;0.727;0.714;0.819;0.658;31526;691224;"Sul"
"Bandeirantes";"MS";0;0.681;0.694;0.848;0.537;6829;323594;"Centro-Oeste"
"Bandeirantes Do Tocantins";"TO";0;0.638;0.57;0.797;0.571;3512;83242;"Norte"
"Bannach";"PA";0;0.594;0.635;0.784;0.42;3310;79600;"Norte"
"Banzae";"BA";0;0.579;0.539;0.769;0.468;13217;82156;"Nordeste"
"Barauna";"RN";0;0.574;0.562;0.756;0.446;27994;505822;"Nordeste"
"Barauna";"PB";0;0.558;0.526;0.718;0.459;4831;37129;"Nordeste"
"Barbacena";"MG";0;0.769;0.751;0.881;0.687;136392;2565190;"Norte"
"Barbalha";"CE";0;0.683;0.613;0.817;0.637;60155;854920;"Nordeste"
"Barbosa";"SP";0;0.699;0.676;0.843;0.599;7335;100123;"Norte"
"Barbosa Ferraz";"PR";0;0.696;0.667;0.808;0.625;11714;201086;"Sul"
"Barcarena";"PA";0;0.662;0.643;0.801;0.564;122294;5012997;"Norte"
"Barcelona";"RN";0;0.566;0.564;0.726;0.442;4002;32911;"Nordeste"
"Barcelos";"AM";0;0.5;0.545;0.728;0.315;27364;157193;"Norte"
"Bariri";"SP";0;0.75;0.736;0.867;0.662;34961;1424982;"Norte"
"Barra";"BA";0;0.557;0.503;0.75;0.457;53231;349674;"Nordeste"
"Barra Bonita";"SP";0;0.788;0.762;0.869;0.739;36127;1385046;"Norte"
"Barra Bonita";"SC";0;0.701;0.692;0.83;0.599;1704;38443;"Sul"
"Barra D'Alcantara";"PI";0;0.577;0.526;0.777;0.471;3950;28428;"Nordeste"
"Barra Da Estiva";"BA";0;0.575;0.566;0.717;0.469;20813;245374;"Nordeste"
"Barra De Guabiraba";"PE";0;0.577;0.558;0.726;0.474;14257;93167;"Nordeste"
"Barra De Santa Rosa";"PB";0;0.562;0.542;0.753;0.434;15268;114067;"Nordeste"
"Barra De Santana";"PB";0;0.567;0.526;0.747;0.465;8249;59954;"Nordeste"
"Barra De Santo Antonio";"AL";0;0.557;0.552;0.732;0.428;15792;171195;"Nordeste"
"Barra De Sao Francisco";"ES";0;0.683;0.673;0.815;0.58;44315;845656;"Norte"
"Barra De Sao Miguel";"AL";0;0.615;0.638;0.767;0.475;8264;157937;"Nordeste"
"Barra De Sao Miguel";"PB";0;0.572;0.584;0.728;0.44;5939;44728;"Nordeste"
"Barra Do Bugres";"MT";0;0.693;0.684;0.818;0.595;34619;1184690;"Centro-Oeste"
"Barra Do Chapeu";"SP";0;0.66;0.617;0.779;0.599;5688;81765;"Norte"
"Barra Do Choca";"BA";0;0.551;0.563;0.77;0.386;32018;501705;"Nordeste"
"Barra Do Corda";"MA";0;0.606;0.585;0.763;0.498;87794;601599;"Nordeste"
"Barra Do Garcas";"MT";0;0.748;0.738;0.817;0.693;60661;1747385;"Centro-Oeste"
"Barra Do Guarita";"RS";0;0.734;0.696;0.845;0.672;3238;40765;"Sul"
"Barra Do Jacare";"PR";0;0.744;0.678;0.813;0.747;2781;85214;"Sul"
"Barra Do Mendes";"BA";0;0.63;0.578;0.784;0.553;13900;90753;"Nordeste"
"Barra Do Ouro";"TO";0;0.603;0.557;0.76;0.517;4549;55227;"Norte"
"Barra Do Pirai";"RJ";0;0.733;0.723;0.819;0.665;99969;1985419;"Norte"
"Barra Do Quarai";"RS";0;0.662;0.659;0.802;0.548;4202;174345;"Sul"
"Barra Do Ribeiro";"RS";0;0.67;0.691;0.822;0.529;13423;313960;"Sul"
"Barra Do Rio Azul";"RS";0;0.723;0.703;0.842;0.638;1726;50253;"Sul"
"Barra Do Rocha";"BA";0;0.577;0.585;0.705;0.465;5821;61857;"Nordeste"
"Barra Do Turvo";"SP";0;0.641;0.625;0.792;0.532;7687;80277;"Norte"
"Barra Dos Coqueiros";"SE";0;0.649;0.647;0.776;0.545;29873;367686;"Nordeste"
"Barra Funda";"RS";0;0.763;0.731;0.856;0.71;2527;114552;"Sul"
"Barra Longa";"MG";0;0.624;0.613;0.823;0.482;5250;68872;"Norte"
"Barra Mansa";"RJ";0;0.729;0.72;0.819;0.657;183976;4745682;"Norte"
"Barra Velha";"SC";0;0.738;0.735;0.857;0.639;28463;1299363;"Sul"
"Barracao";"RS";0;0.71;0.711;0.885;0.568;5295;210629;"Sul"
"Barracao";"PR";0;0.706;0.716;0.833;0.59;10238;251988;"Sul"
"Barras";"PI";0;0.595;0.558;0.779;0.485;46941;347272;"Nordeste"
"Barreira";"CE";0;0.616;0.551;0.771;0.551;22362;145126;"Nordeste"
"Barreiras";"BA";0;0.721;0.695;0.807;0.668;153831;3358643;"Nordeste"
"Barreiras Do Piaui";"PI";0;0.557;0.56;0.73;0.423;3344;23686;"Nordeste"
"Barreirinha";"AM";0;0.574;0.469;0.774;0.522;31593;219595;"Norte"
"Barreirinhas";"MA";0;0.57;0.515;0.752;0.479;61828;448873;"Nordeste"
"Barreiros";"PE";0;0.586;0.561;0.73;0.491;0;29195;"Nordeste"
"Barretos";"SP";0;0.789;0.762;0.875;0.738;121344;4419155;"Norte"
"Barrinha";"SP";0;0.725;0.711;0.829;0.646;32434;479540;"Norte"
"Barro";"CE";0;0.599;0.556;0.758;0.51;22593;155883;"Nordeste"
"Barro Alto";"BA";0;0.607;0.551;0.739;0.55;14802;82382;"Nordeste"
"Barro Alto";"GO";0;0.742;0.701;0.854;0.682;10922;794970;"Centro-Oeste"
"Barro Duro";"PI";0;0.612;0.611;0.729;0.514;7038;56508;"Nordeste"
"Barro Preto";"BA";0;0.602;0.576;0.744;0.508;5743;60139;"Nordeste"
"Barrocas";"BA";0;0.61;0.574;0.786;0.503;15846;250869;"Nordeste"
"Barrolandia";"TO";0;0.642;0.6;0.817;0.541;5614;71715;"Norte"
"Barroquinha";"CE";0;0.571;0.512;0.72;0.505;14989;96733;"Nordeste"
"Barros Cassal";"RS";0;0.65;0.69;0.795;0.5;11216;184296;"Sul"
"Barroso";"MG";0;0.734;0.675;0.864;0.678;20720;313919;"Norte"
"Barueri";"SP";0;0.786;0.791;0.866;0.708;271306;47088302;"Norte"
"Barao";"RS";0;0.748;0.767;0.836;0.652;6139;182562;"Sul"
"Barao De Antonina";"SP";0;0.711;0.676;0.82;0.649;3441;68573;"Norte"
"Barao De Cocais";"MG";0;0.722;0.679;0.858;0.647;32319;633625;"Norte"
"Barao De Cotegipe";"RS";0;0.719;0.745;0.842;0.593;6627;190743;"Sul"
"Barao De Grajau";"MA";0;0.592;0.578;0.743;0.484;18714;230663;"Nordeste"
"Barao De Melgaco";"MT";0;0.6;0.598;0.82;0.44;8563;87273;"Centro-Oeste"
"Barao De Monte Alto";"MG";0;0.649;0.619;0.827;0.533;5443;45627;"Norte"
"Barao Do Triunfo";"RS";0;0.61;0.645;0.821;0.428;7454;112802;"Sul"
"Bastos";"SP";0;0.751;0.696;0.848;0.718;20954;822429;"Norte"
"Bataguassu";"MS";0;0.71;0.698;0.847;0.606;22717;746255;"Centro-Oeste"
"Batalha";"PI";0;0.545;0.54;0.755;0.398;26806;164696;"Nordeste"
"Batalha";"AL";0;0.594;0.563;0.752;0.496;18455;164009;"Nordeste"
"Batatais";"SP";0;0.761;0.766;0.84;0.685;62024;1662099;"Norte"
"Bataypora";"MS";0;0.684;0.702;0.814;0.559;11305;344660;"Centro-Oeste"
"Baturite";"CE";0;0.619;0.574;0.753;0.548;35575;300254;"Nordeste"
"Bauru";"SP";0;0.801;0.8;0.854;0.752;374272;13141086;"Norte"
"Bayeux";"PB";0;0.649;0.619;0.779;0.566;96550;1226409;"Nordeste"
"Baia Da Traicao";"PB";0;0.581;0.541;0.731;0.495;8933;77405;"Nordeste"
"Baia Formosa";"RN";0;0.609;0.59;0.718;0.534;9218;131145;"Nordeste"
"Bebedouro";"SP";0;0.78;0.756;0.853;0.735;77436;3220044;"Norte"
"Beberibe";"CE";0;0.638;0.585;0.778;0.571;53421;635113;"Nordeste"
"Bela Cruz";"CE";0;0.623;0.533;0.76;0.598;32593;204788;"Nordeste"
"Bela Vista";"MS";0;0.698;0.699;0.83;0.585;24508;480969;"Centro-Oeste"
"Bela Vista Da Caroba";"PR";0;0.681;0.667;0.828;0.572;3567;96262;"Sul"
"Bela Vista De Goias";"GO";0;0.716;0.721;0.837;0.607;29448;812855;"Centro-Oeste"
"Bela Vista De Minas";"MG";0;0.674;0.644;0.795;0.597;10248;154183;"Norte"
"Bela Vista Do Maranhao";"MA";0;0.554;0.515;0.735;0.45;11138;75247;"Nordeste"
"Bela Vista Do Paraiso";"PR";0;0.716;0.721;0.844;0.604;15395;449513;"Sul"
"Bela Vista Do Piaui";"PI";0;0.576;0.52;0.709;0.519;3999;28865;"Nordeste"
"Bela Vista Do Toldo";"SC";0;0.675;0.624;0.826;0.598;6311;153299;"Sul"
"Belford Roxo";"RJ";0;0.684;0.662;0.808;0.598;508614;8284049;"Norte"
"Belmiro Braga";"MG";0;0.66;0.653;0.83;0.531;3433;52238;"Norte"
"Belmonte";"SC";0;0.705;0.699;0.82;0.611;2703;49599;"Sul"
"Belmonte";"BA";0;0.598;0.577;0.771;0.48;23214;284368;"Nordeste"
"Belo Campo";"BA";0;0.575;0.562;0.76;0.444;17317;118406;"Nordeste"
"Belo Horizonte";"MG";1;0.81;0.841;0.856;0.737;2501576;88277463;"Norte"
"Belo Jardim";"PE";0;0.629;0.617;0.783;0.514;76185;1567878;"Nordeste"
"Belo Monte";"AL";0;0.517;0.507;0.725;0.376;6696;65747;"Nordeste"
"Belo Oriente";"MG";0;0.686;0.655;0.813;0.606;26396;1389530;"Norte"
"Belo Vale";"MG";0;0.655;0.672;0.814;0.514;7710;131338;"Norte"
"Belterra";"PA";0;0.588;0.548;0.775;0.478;17624;151436;"Norte"
"Belagua";"MA";0;0.512;0.417;0.707;0.455;7409;41589;"Nordeste"
"Belem";"PB";1;0.592;0.557;0.759;0.492;17640;154253;"Nordeste"
"Belem";"PA";1;0.746;0.751;0.822;0.673;1485732;29426953;"Norte"
"Belem";"AL";1;0.593;0.587;0.764;0.464;4406;36303;"Nordeste"
"Belem De Maria";"PE";0;0.578;0.537;0.749;0.479;12023;72005;"Nordeste"
"Belem Do Brejo Do Cruz";"PB";0;0.578;0.55;0.779;0.451;7335;59246;"Nordeste"
"Belem Do Piaui";"PI";0;0.551;0.537;0.696;0.448;3544;24840;"Nordeste"
"Belem Do Sao Francisco";"PE";0;0.642;0.611;0.784;0.553;20728;188276;"Nordeste"
"Beneditinos";"PI";0;0.557;0.561;0.78;0.394;10462;63993;"Nordeste"
"Benedito Leite";"MA";0;0.546;0.531;0.719;0.426;5627;36143;"Nordeste"
"Benedito Novo";"SC";0;0.74;0.723;0.868;0.645;11526;255781;"Sul"
"Benevides";"PA";0;0.665;0.623;0.798;0.592;61689;1289648;"Norte"
"Benjamin Constant";"AM";0;0.574;0.526;0.763;0.471;42020;266870;"Norte"
"Benjamin Constant Do Sul";"RS";0;0.619;0.601;0.801;0.492;2031;31486;"Sul"
"Bento De Abreu";"SP";0;0.744;0.706;0.82;0.712;2955;127997;"Norte"
"Bento Fernandes";"RN";0;0.582;0.542;0.737;0.494;5469;40575;"Nordeste"
"Bento Goncalves";"RS";0;0.778;0.805;0.842;0.695;119049;5442638;"Sul"
"Bequimao";"MA";0;0.601;0.51;0.757;0.561;21260;111442;"Nordeste"
"Berilo";"MG";0;0.628;0.58;0.816;0.524;11995;87204;"Norte"
"Berizal";"MG";0;0.604;0.56;0.757;0.52;4705;44787;"Norte"
"Bernardino Batista";"PB";0;0.558;0.526;0.716;0.462;3393;29156;"Nordeste"
"Bernardino De Campos";"SP";0;0.734;0.713;0.838;0.662;11137;203837;"Norte"
"Bernardo Do Mearim";"MA";0;0.604;0.544;0.742;0.547;6011;49636;"Nordeste"
"Bernardo Sayao";"TO";0;0.638;0.606;0.748;0.573;4469;75530;"Norte"
"Bertioga";"SP";0;0.73;0.727;0.817;0.654;61736;1487645;"Norte"
"Bertolinia";"PI";0;0.612;0.596;0.758;0.507;5495;47105;"Nordeste"
"Bertopolis";"MG";0;0.594;0.576;0.799;0.455;4602;37436;"Norte"
"Beruri";"AM";0;0.506;0.512;0.731;0.346;19258;121837;"Norte"
"Betim";"MG";0;0.749;0.709;0.864;0.687;432575;25144474;"Norte"
"Betania";"PE";0;0.559;0.533;0.742;0.441;12671;71760;"Nordeste"
"Betania Do Piaui";"PI";0;0.489;0.486;0.702;0.342;6200;42934;"Nordeste"
"Bezerros";"PE";0;0.606;0.608;0.752;0.487;60714;642756;"Nordeste"
"Bias Fortes";"MG";0;0.62;0.605;0.796;0.495;3430;32270;"Norte"
"Bicas";"MG";0;0.744;0.726;0.85;0.667;14431;231831;"Norte"
"Biguacu";"SC";0;0.739;0.733;0.836;0.659;67458;1521846;"Sul"
"Bilac";"SP";0;0.768;0.743;0.845;0.722;7949;187384;"Norte"
"Biquinhas";"MG";0;0.688;0.684;0.857;0.555;2532;39063;"Norte"
"Birigui";"SP";0;0.78;0.743;0.869;0.734;122359;3274072;"Norte"
"Biritiba Mirim";"SP";0;0.712;0.71;0.795;0.64;32251;738495;"Norte"
"Biritinga";"BA";0;0.538;0.525;0.738;0.402;15975;107488;"Nordeste"
"Bituruna";"PR";0;0.667;0.645;0.829;0.556;16377;291295;"Sul"
"Blumenau";"SC";0;0.806;0.812;0.894;0.722;352460;15395367;"Sul"
"Boa Esperanca";"PR";0;0.72;0.687;0.808;0.673;4165;212107;"Sul"
"Boa Esperanca";"ES";0;0.679;0.651;0.816;0.59;0;14076;"Norte"
"Boa Esperanca";"MG";0;0.704;0.694;0.855;0.587;40031;876245;"Norte"
"Boa Esperanca Do Iguacu";"PR";0;0.7;0.673;0.848;0.602;2538;84195;"Sul"
"Boa Esperanca Do Sul";"SP";0;0.681;0.692;0.811;0.562;14824;312038;"Norte"
"Boa Hora";"PI";0;0.575;0.534;0.772;0.46;6744;43559;"Nordeste"
"Boa Nova";"BA";0;0.567;0.535;0.753;0.453;12953;94193;"Nordeste"
"Boa Ventura";"PB";0;0.599;0.566;0.79;0.48;5423;38884;"Nordeste"
"Boa Ventura De Sao Roque";"PR";0;0.655;0.635;0.802;0.553;0;18373;"Sul"
"Boa Viagem";"CE";0;0.598;0.553;0.768;0.504;54440;368702;"Nordeste"
"Boa Vista";"RR";1;0.752;0.737;0.816;0.708;0;708719;"Norte"
"Boa Vista";"PB";1;0.649;0.59;0.796;0.582;6972;126078;"Nordeste"
"Boa Vista Da Aparecida";"PR";0;0.67;0.668;0.801;0.563;7643;133940;"Sul"
"Boa Vista Das Missoes";"RS";0;0.676;0.666;0.825;0.561;2104;134736;"Sul"
"Boa Vista Do Burica";"RS";0;0.762;0.761;0.834;0.697;6712;186759;"Sul"
"Boa Vista Do Cadeado";"RS";0;0.703;0.692;0.851;0.59;2473;232612;"Sul"
"Boa Vista Do Gurupi";"MA";0;0.545;0.515;0.681;0.461;9158;56020;"Nordeste"
"Boa Vista Do Incra";"RS";0;0.731;0.703;0.867;0.641;2590;176368;"Sul"
"Boa Vista Do Ramos";"AM";0;0.565;0.496;0.75;0.484;18781;110092;"Norte"
"Boa Vista Do Sul";"RS";0;0.728;0.77;0.852;0.587;2788;65111;"Sul"
"Boa Vista Do Tupim";"BA";0;0.551;0.514;0.729;0.447;18622;116791;"Nordeste"
"Boca Da Mata";"AL";0;0.604;0.56;0.758;0.518;27168;265910;"Nordeste"
"Boca Do Acre";"AM";0;0.588;0.576;0.777;0.455;33976;308465;"Norte"
"Bocaina";"SP";0;0.742;0.741;0.84;0.656;12204;1045240;"Norte"
"Bocaina";"PI";0;0.632;0.614;0.773;0.532;4496;34684;"Nordeste"
"Bocaina De Minas";"MG";0;0.645;0.665;0.848;0.476;5091;50761;"Norte"
"Bocaina Do Sul";"SC";0;0.647;0.642;0.768;0.549;3460;70727;"Sul"
"Bocaiuva";"MG";0;0.7;0.648;0.822;0.644;49942;728701;"Norte"
"Bocaiuva Do Sul";"PR";0;0.64;0.679;0.816;0.473;12755;195471;"Sul"
"Bodoco";"PE";0;0.565;0.543;0.745;0.445;37909;236791;"Nordeste"
"Bodoquena";"MS";0;0.666;0.665;0.776;0.573;7817;196481;"Centro-Oeste"
"Bodo";"RN";0;0.629;0.57;0.772;0.565;2250;57736;"Nordeste"
"Bofete";"SP";0;0.705;0.7;0.821;0.609;11534;158687;"Norte"
"Boituva";"SP";0;0.78;0.757;0.861;0.728;59793;2610873;"Norte"
"Bom Conselho";"PE";0;0.563;0.585;0.704;0.433;48336;476371;"Nordeste"
"Bom Despacho";"MG";0;0.75;0.742;0.861;0.661;50166;1146986;"Norte"
"Bom Jardim";"PE";0;0.602;0.552;0.767;0.515;0;15751;"Nordeste"
