"CIDADE";"ESTADO";"CAPITAL";"IDHM";"IDHM_Renda";"IDHM_Longevidade";"IDHM_Educacao";"POPULACAO_ESTIMADA";"PIB";"regiao"
"Roca Sales";"RS";0;0.729;0.753;0.853;0.602;11300;442422;"Sul"
"Rochedo";"MS";0;0.651;0.676;0.83;0.491;5403;175639;"Centro-Oeste"
"Rochedo De Minas";"MG";0;0.684;0.663;0.849;0.569;2289;25334;"Norte"
"Rodeio";"SC";0;0.754;0.769;0.889;0.626;11502;259617;"Sul"
"Rodeio Bonito";"RS";0;0.732;0.733;0.842;0.636;5867;157759;"Sul"
"Rodeiro";"MG";0;0.668;0.703;0.797;0.532;7991;369829;"Norte"
"Rodelas";"BA";0;0.632;0.566;0.79;0.564;9213;96663;"Nordeste"
"Rodolfo Fernandes";"RN";0;0.604;0.561;0.758;0.519;4472;35500;"Nordeste"
"Rodrigues Alves";"AC";0;0.567;0.518;0.736;0.477;18504;183516;"Norte"
"Rolador";"RS";0;0.689;0.676;0.834;0.579;2352;97483;"Sul"
"Rolante";"RS";0;0.688;0.708;0.83;0.553;21199;544562;"Sul"
"Rolim De Moura";"RO";0;0.7;0.709;0.808;0.598;54702;1201504;"Norte"
"Rolandia";"PR";0;0.739;0.744;0.821;0.661;65757;2458359;"Sul"
"Romaria";"MG";0;0.708;0.722;0.813;0.604;3547;167160;"Norte"
"Romelandia";"SC";0;0.692;0.738;0.8;0.561;4890;80293;"Sul"
"Roncador";"PR";0;0.681;0.665;0.797;0.595;0;23002;"Sul"
"Ronda Alta";"RS";0;0.724;0.729;0.867;0.6;10583;313645;"Sul"
"Rondinha";"RS";0;0.764;0.78;0.842;0.678;5182;185383;"Sul"
"Rondolandia";"MT";0;0.64;0.619;0.8;0.53;3966;69438;"Centro-Oeste"
"Rondon";"PR";0;0.713;0.724;0.82;0.61;9534;268730;"Sul"
"Rondon Do Para";"PA";0;0.602;0.606;0.788;0.457;51903;517584;"Norte"
"Rondonopolis";"MT";0;0.755;0.749;0.823;0.698;228857;9418111;"Centro-Oeste"
"Roque Gonzales";"RS";0;0.688;0.687;0.843;0.563;6899;610766;"Sul"
"Rorainopolis";"RR";0;0.619;0.574;0.798;0.519;29533;506132;"Norte"
"Rosana";"SP";0;0.764;0.749;0.818;0.728;17015;2232363;"Norte"
"Roseira";"SP";0;0.737;0.691;0.823;0.704;10621;269309;"Norte"
"Rosario";"MA";0;0.632;0.566;0.752;0.592;42482;306241;"Nordeste"
"Rosario Da Limeira";"MG";0;0.662;0.653;0.812;0.548;4566;50848;"Norte"
"Rosario Do Catete";"SE";0;0.631;0.603;0.731;0.571;10697;532301;"Nordeste"
"Rosario Do Ivai";"PR";0;0.662;0.638;0.788;0.577;4886;83773;"Sul"
"Rosario Do Sul";"RS";0;0.699;0.705;0.841;0.576;39535;863614;"Sul"
"Rosario Oeste";"MT";0;0.65;0.653;0.807;0.52;17237;306189;"Centro-Oeste"
"Roteiro";"AL";0;0.505;0.524;0.672;0.365;6680;102223;"Nordeste"
"Rubelita";"MG";0;0.582;0.552;0.808;0.443;6198;52909;"Norte"
"Rubiataba";"GO";0;0.719;0.686;0.814;0.666;19815;413252;"Centro-Oeste"
"Rubim";"MG";0;0.609;0.589;0.817;0.469;10226;81651;"Norte"
"Rubineia";"SP";0;0.759;0.713;0.844;0.726;3125;67892;"Norte"
"Rubiacea";"SP";0;0.721;0.684;0.82;0.668;3093;56847;"Norte"
"Ruropolis";"PA";0;0.548;0.548;0.764;0.392;49503;341528;"Norte"
"Russas";"CE";0;0.674;0.617;0.791;0.626;76884;918664;"Nordeste"
"Ruy Barbosa";"BA";0;0.61;0.583;0.77;0.505;30767;314916;"Nordeste"
"Ruy Barbosa";"RN";0;0.605;0.548;0.78;0.517;3608;30406;"Nordeste"
"Sabara";"MG";0;0.731;0.699;0.833;0.67;135421;2280779;"Norte"
"Sabino";"SP";0;0.728;0.708;0.813;0.671;5564;118549;"Norte"
"Sabinopolis";"MG";0;0.638;0.637;0.812;0.502;15525;179694;"Norte"
"Saboeiro";"CE";0;0.575;0.533;0.715;0.499;15808;94698;"Nordeste"
"Sabaudia";"PR";0;0.74;0.71;0.843;0.676;6760;351801;"Sul"
"Sacramento";"MG";0;0.732;0.726;0.871;0.619;25989;1345657;"Norte"
"Sagrada Familia";"RS";0;0.678;0.669;0.782;0.596;2613;58266;"Sul"
"Sagres";"SP";0;0.73;0.692;0.83;0.677;2435;40944;"Norte"
"Saire";"PE";0;0.585;0.581;0.784;0.44;10103;151811;"Nordeste"
"Saldanha Marinho";"RS";0;0.762;0.745;0.841;0.706;2679;144130;"Sul"
"Sales";"SP";0;0.751;0.708;0.859;0.697;6253;130286;"Norte"
"Sales Oliveira";"SP";0;0.772;0.738;0.845;0.739;11779;320499;"Norte"
"Salesopolis";"SP";0;0.732;0.687;0.829;0.69;17022;196020;"Norte"
"Salete";"SC";0;0.744;0.737;0.803;0.695;7626;165762;"Sul"
"Salgadinho";"PB";0;0.563;0.531;0.739;0.454;3919;25166;"Nordeste"
"Salgadinho";"PE";0;0.534;0.516;0.73;0.405;10768;58308;"Nordeste"
"Salgado";"SE";0;0.609;0.588;0.789;0.486;19970;188433;"Nordeste"
"Salgado De Sao Felix";"PB";0;0.568;0.531;0.77;0.448;12149;118207;"Nordeste"
"Salgado Filho";"PR";0;0.7;0.682;0.831;0.604;3679;102059;"Sul"
"Salgueiro";"PE";0;0.669;0.645;0.799;0.58;0;90408;"Nordeste"
"Salinas";"MG";0;0.679;0.697;0.815;0.551;41349;545536;"Norte"
"Salinas Da Margarida";"BA";0;0.617;0.575;0.729;0.561;15463;167687;"Nordeste"
"Salinopolis";"PA";0;0.647;0.628;0.798;0.541;40424;413518;"Norte"
"Salitre";"CE";0;0.54;0.497;0.732;0.434;16435;106245;"Nordeste"
"Salmourao";"SP";0;0.719;0.678;0.846;0.649;5262;69714;"Norte"
"Saloa";"PE";0;0.559;0.559;0.744;0.421;15823;120170;"Nordeste"
"Saltinho";"SP";0;0.791;0.771;0.857;0.75;8176;197475;"Norte"
"Saltinho";"SC";0;0.654;0.639;0.795;0.551;3808;67098;"Sul"
"Salto";"SP";0;0.78;0.755;0.837;0.751;117561;6204762;"Norte"
"Salto Da Divisa";"MG";0;0.608;0.586;0.846;0.453;7007;91349;"Norte"
"Salto De Pirapora";"SP";0;0.729;0.699;0.834;0.665;44972;1263910;"Norte"
"Salto Do Ceu";"MT";0;0.666;0.661;0.797;0.56;3437;62751;"Centro-Oeste"
"Salto Do Itarare";"PR";0;0.704;0.661;0.836;0.631;4973;93387;"Sul"
"Salto Do Jacui";"RS";0;0.687;0.693;0.837;0.558;12416;568382;"Sul"
"Salto Do Lontra";"PR";0;0.718;0.707;0.839;0.625;14695;341145;"Sul"
"Salto Grande";"SP";0;0.704;0.664;0.825;0.637;9297;216574;"Norte"
"Salto Veloso";"SC";0;0.784;0.778;0.88;0.705;4680;177424;"Sul"
"Salvador";"BA";1;0.759;0.772;0.835;0.679;2857329;61102373;"Nordeste"
"Salvador Das Missoes";"RS";0;0.753;0.71;0.851;0.706;2732;110066;"Sul"
"Salvador Do Sul";"RS";0;0.74;0.75;0.843;0.641;7705;274623;"Sul"
"Salvaterra";"PA";0;0.608;0.58;0.793;0.488;23424;155367;"Norte"
"Sambaiba";"MA";0;0.565;0.542;0.728;0.456;5663;88389;"Nordeste"
"Sampaio";"TO";0;0.606;0.546;0.691;0.59;4627;36190;"Norte"
"Sananduva";"RS";0;0.747;0.764;0.843;0.647;16211;501518;"Sul"
"Sanclerlandia";"GO";0;0.736;0.725;0.832;0.662;7642;128687;"Centro-Oeste"
"Sandolandia";"TO";0;0.659;0.626;0.791;0.578;3378;67612;"Norte"
"Sandovalina";"SP";0;0.709;0.665;0.812;0.659;4248;592799;"Norte"
"Sangao";"SC";0;0.7;0.725;0.853;0.554;12446;249348;"Sul"
"Sanharo";"PE";0;0.603;0.564;0.758;0.514;26026;178108;"Nordeste"
"Sant'Ana Do Livramento";"RS";0;0.727;0.715;0.846;0.636;77763;2303626;"Sul"
"Santa Adelia";"SP";0;0.76;0.75;0.835;0.702;0;12492;"Norte"
"Santa Albertina";"SP";0;0.728;0.716;0.809;0.665;5993;190217;"Norte"
"Santa Amelia";"PR";0;0.653;0.655;0.809;0.526;3385;69940;"Sul"
"Santa Branca";"SP";0;0.735;0.706;0.828;0.678;14717;251490;"Norte"
"Santa Brigida";"BA";0;0.546;0.533;0.71;0.431;14088;97608;"Nordeste"
"Santa Barbara";"MG";0;0.707;0.676;0.816;0.642;30807;692924;"Norte"
"Santa Barbara";"BA";0;0.583;0.554;0.775;0.462;20694;156104;"Nordeste"
"Santa Barbara D'Oeste";"SP";0;0.781;0.752;0.867;0.731;192536;5079379;"Norte"
"Santa Barbara De Goias";"GO";0;0.706;0.667;0.832;0.635;6485;93606;"Centro-Oeste"
"Santa Barbara Do Leste";"MG";0;0.613;0.608;0.8;0.473;8113;78756;"Norte"
"Santa Barbara Do Monte Verde";"MG";0;0.606;0.617;0.823;0.438;3117;39974;"Norte"
"Santa Barbara Do Para";"PA";0;0.627;0.575;0.784;0.546;20704;146396;"Norte"
"Santa Barbara Do Sul";"RS";0;0.725;0.716;0.841;0.634;8099;634075;"Sul"
"Santa Barbara Do Tugurio";"MG";0;0.637;0.616;0.81;0.517;4454;50324;"Norte"
"Santa Carmem";"MT";0;0.715;0.703;0.827;0.628;4486;339047;"Centro-Oeste"
"Santa Cecilia";"SC";0;0.698;0.697;0.819;0.597;16741;359286;"Sul"
"Santa Cecilia";"PB";0;0.525;0.515;0.699;0.402;6574;48973;"Nordeste"
"Santa Cecilia Do Pavao";"PR";0;0.723;0.681;0.838;0.661;3376;108168;"Sul"
"Santa Cecilia Do Sul";"RS";0;0.725;0.781;0.839;0.581;1644;73604;"Sul"
"Santa Clara D'Oeste";"SP";0;0.733;0.712;0.804;0.687;2118;51419;"Norte"
"Santa Clara Do Sul";"RS";0;0.74;0.747;0.843;0.644;6522;231913;"Sul"
"Santa Cruz";"RN";0;0.635;0.597;0.761;0.564;39355;461223;"Nordeste"
"Santa Cruz";"PB";0;0.618;0.578;0.779;0.523;6585;50239;"Nordeste"
"Santa Cruz";"PE";0;0.549;0.522;0.722;0.438;15236;98028;"Nordeste"
"Santa Cruz Cabralia";"BA";0;0.654;0.624;0.784;0.571;27626;339478;"Nordeste"
"Santa Cruz Da Baixa Verde";"PE";0;0.612;0.557;0.786;0.523;12531;79054;"Nordeste"
"Santa Cruz Da Conceicao";"SP";0;0.79;0.83;0.876;0.679;4461;131443;"Norte"
"Santa Cruz Da Esperanca";"SP";0;0.743;0.719;0.832;0.686;2124;50426;"Norte"
"Santa Cruz Da Vitoria";"BA";0;0.61;0.573;0.786;0.504;6354;54820;"Nordeste"
"Santa Cruz Das Palmeiras";"SP";0;0.728;0.746;0.815;0.635;33975;453167;"Norte"
"Santa Cruz De Goias";"GO";0;0.688;0.7;0.827;0.563;2892;106782;"Centro-Oeste"
"Santa Cruz De Minas";"MG";0;0.706;0.66;0.839;0.636;8541;74881;"Norte"
"Santa Cruz De Monte Castelo";"PR";0;0.71;0.681;0.831;0.633;7849;263369;"Sul"
"Santa Cruz De Salinas";"MG";0;0.577;0.548;0.757;0.463;4177;36245;"Norte"
"Santa Cruz Do Arari";"PA";0;0.557;0.483;0.775;0.461;9939;63135;"Norte"
"Santa Cruz Do Capibaribe";"PE";0;0.648;0.667;0.806;0.506;105936;1306219;"Nordeste"
"Santa Cruz Do Escalvado";"MG";0;0.625;0.618;0.815;0.485;4793;45423;"Norte"
"Santa Cruz Do Piaui";"PI";0;0.601;0.57;0.72;0.53;6232;46279;"Nordeste"
"Santa Cruz Do Rio Pardo";"SP";0;0.762;0.744;0.867;0.686;47395;1970531;"Norte"
"Santa Cruz Do Sul";"RS";0;0.773;0.782;0.852;0.693;129427;8054794;"Sul"
"Santa Cruz Do Xingu";"MT";0;0.684;0.704;0.828;0.55;2495;95201;"Centro-Oeste"
"Santa Cruz Dos Milagres";"PI";0;0.577;0.524;0.719;0.509;4004;31203;"Nordeste"
"Santa Efigenia De Minas";"MG";0;0.607;0.579;0.793;0.487;4438;37734;"Norte"
"Santa Ernestina";"SP";0;0.738;0.716;0.802;0.699;5611;89108;"Norte"
"Santa Filomena";"PI";0;0.544;0.53;0.789;0.385;6252;90098;"Nordeste"
"Santa Filomena";"PE";0;0.533;0.496;0.752;0.406;14390;82662;"Nordeste"
"Santa Filomena Do Maranhao";"MA";0;0.525;0.461;0.722;0.435;7719;40796;"Nordeste"
"Santa Fe";"PR";0;0.705;0.721;0.808;0.601;11885;233715;"Sul"
"Santa Fe De Goias";"GO";0;0.713;0.703;0.847;0.608;5393;206901;"Centro-Oeste"
"Santa Fe De Minas";"MG";0;0.615;0.589;0.804;0.492;3866;37509;"Norte"
"Santa Fe Do Araguaia";"TO";0;0.616;0.604;0.804;0.482;7426;115004;"Norte"
"Santa Fe Do Sul";"SP";0;0.784;0.763;0.84;0.751;32076;955478;"Norte"
"Santa Gertrudes";"SP";0;0.737;0.723;0.847;0.654;26403;1300024;"Norte"
"Santa Helena";"SC";0;0.727;0.705;0.833;0.653;2247;66021;"Sul"
"Santa Helena";"PR";0;0.744;0.738;0.823;0.678;26206;855517;"Sul"
"Santa Helena";"PB";0;0.609;0.57;0.786;0.504;5907;47235;"Nordeste"
"Santa Helena";"MA";0;0.571;0.531;0.746;0.471;41770;260560;"Nordeste"
"Santa Helena De Goias";"GO";0;0.724;0.734;0.823;0.627;38485;1035206;"Centro-Oeste"
"Santa Helena De Minas";"MG";0;0.567;0.531;0.723;0.474;6345;41385;"Norte"
"Santa Ines";"PB";0;0.572;0.54;0.706;0.492;3597;26958;"Nordeste"
"Santa Ines";"MA";0;0.674;0.633;0.788;0.615;88590;1230500;"Nordeste"
"Santa Ines";"PR";0;0.717;0.675;0.827;0.659;1624;42612;"Sul"
"Santa Ines";"BA";0;0.574;0.571;0.704;0.47;10656;66205;"Nordeste"
"Santa Isabel";"SP";0;0.738;0.7;0.834;0.689;56792;1238723;"Norte"
"Santa Isabel";"GO";0;0.683;0.658;0.818;0.593;3803;76128;"Centro-Oeste"
"Santa Isabel Do Ivai";"PR";0;0.72;0.697;0.817;0.656;8603;172012;"Sul"
"Santa Isabel Do Rio Negro";"AM";0;0.479;0.461;0.737;0.323;24436;128353;"Norte"
"Santa Izabel Do Oeste";"PR";0;0.696;0.677;0.826;0.603;14521;285588;"Sul"
"Santa Izabel Do Para";"PA";0;0.659;0.622;0.798;0.576;69746;629597;"Norte"
"Santa Juliana";"MG";0;0.706;0.726;0.868;0.558;13743;643079;"Norte"
"Santa Leopoldina";"ES";0;0.626;0.646;0.797;0.477;12300;200557;"Norte"
"Santa Luz";"PI";0;0.588;0.539;0.768;0.49;5836;41484;"Nordeste"
"Santa Luzia";"MA";0;0.55;0.525;0.7;0.452;72440;560020;"Nordeste"
"Santa Luzia";"BA";0;0.556;0.564;0.768;0.396;12751;107168;"Nordeste"
"Santa Luzia";"PB";0;0.682;0.62;0.804;0.635;15336;172011;"Nordeste"
"Santa Luzia";"MG";0;0.715;0.682;0.859;0.625;218147;3303797;"Norte"
"Santa Luzia D'Oeste";"RO";0;0.67;0.657;0.812;0.564;6781;149203;"Norte"
"Santa Luzia Do Itanhy";"SE";0;0.545;0.513;0.764;0.414;13947;172446;"Nordeste"
"Santa Luzia Do Norte";"AL";0;0.597;0.58;0.77;0.477;7272;111927;"Nordeste"
"Santa Luzia Do Parua";"MA";0;0.599;0.583;0.723;0.51;25134;221290;"Nordeste"
"Santa Luzia Do Para";"PA";0;0.546;0.53;0.724;0.424;19852;146556;"Norte"
"Santa Lucia";"SP";0;0.737;0.696;0.818;0.703;8779;100239;"Norte"
"Santa Lucia";"PR";0;0.687;0.688;0.795;0.592;3834;109969;"Sul"
"Santa Margarida";"MG";0;0.61;0.635;0.785;0.455;16111;262267;"Norte"
"Santa Margarida Do Sul";"RS";0;0.663;0.691;0.87;0.484;2545;181728;"Sul"
"Santa Maria";"RS";0;0.784;0.795;0.848;0.715;280505;6820753;"Sul"
"Santa Maria";"RN";0;0.59;0.554;0.779;0.477;5480;51044;"Nordeste"
"Santa Maria Da Boa Vista";"PE";0;0.59;0.564;0.773;0.472;41759;434835;"Nordeste"
"Santa Maria Da Serra";"SP";0;0.686;0.688;0.82;0.571;6107;113636;"Norte"
"Santa Maria Da Vitoria";"BA";0;0.614;0.592;0.758;0.516;39920;410562;"Nordeste"
"Santa Maria Das Barreiras";"PA";0;0.544;0.555;0.783;0.37;21042;297373;"Norte"
"Santa Maria De Itabira";"MG";0;0.648;0.622;0.821;0.533;10836;146024;"Norte"
"Santa Maria De Jetiba";"ES";0;0.671;0.695;0.834;0.521;39849;1033715;"Norte"
"Santa Maria Do Cambuca";"PE";0;0.548;0.571;0.735;0.393;14048;94993;"Nordeste"
"Santa Maria Do Herval";"RS";0;0.676;0.716;0.846;0.51;6315;215918;"Sul"
"Santa Maria Do Oeste";"PR";0;0.609;0.6;0.79;0.477;0;9628;"Sul"
"Santa Maria Do Para";"PA";0;0.598;0.595;0.764;0.471;24725;267996;"Norte"
"Santa Maria Do Salto";"MG";0;0.613;0.593;0.765;0.507;5248;38980;"Norte"
"Santa Maria Do Suacui";"MG";0;0.64;0.629;0.817;0.511;14620;125521;"Norte"
"Santa Maria Do Tocantins";"TO";0;0.634;0.6;0.784;0.543;3381;44217;"Norte"
"Santa Maria Madalena";"RJ";0;0.668;0.672;0.797;0.556;10417;169029;"Norte"
"Santa Mariana";"PR";0;0.7;0.684;0.804;0.624;11829;320937;"Sul"
"Santa Mercedes";"SP";0;0.739;0.683;0.847;0.699;2935;61268;"Norte"
"Santa Monica";"PR";0;0.704;0.698;0.792;0.63;3944;74325;"Sul"
"Santa Quiteria";"CE";0;0.616;0.546;0.775;0.553;43695;397818;"Nordeste"
"Santa Quiteria Do Maranhao";"MA";0;0.555;0.49;0.76;0.458;25519;169147;"Nordeste"
"Santa Rita";"MA";0;0.609;0.553;0.743;0.551;37404;267764;"Nordeste"
"Santa Rita";"PB";0;0.627;0.597;0.774;0.534;135807;2181073;"Nordeste"
"Santa Rita D'Oeste";"SP";0;0.761;0.711;0.839;0.74;2510;55812;"Norte"
"Santa Rita De Caldas";"MG";0;0.69;0.693;0.823;0.576;8974;169895;"Norte"
"Santa Rita De Cassia";"BA";0;0.605;0.564;0.766;0.513;28192;246878;"Nordeste"
"Santa Rita De Ibitipoca";"MG";0;0.63;0.625;0.793;0.505;3449;55365;"Norte"
"Santa Rita De Jacutinga";"MG";0;0.682;0.676;0.826;0.567;4905;54911;"Norte"
"Santa Rita De Minas";"MG";0;0.613;0.627;0.791;0.464;7155;82056;"Norte"
"Santa Rita Do Araguaia";"GO";0;0.714;0.703;0.842;0.616;8573;149484;"Centro-Oeste"
"Santa Rita Do Itueto";"MG";0;0.607;0.609;0.779;0.472;5522;121756;"Norte"
"Santa Rita Do Novo Destino";"GO";0;0.634;0.639;0.82;0.487;3331;68814;"Centro-Oeste"
"Santa Rita Do Pardo";"MS";0;0.642;0.655;0.8;0.505;7801;400668;"Centro-Oeste"
"Santa Rita Do Passa Quatro";"SP";0;0.775;0.764;0.887;0.686;27514;621985;"Norte"
"Santa Rita Do Sapucai";"MG";0;0.721;0.727;0.83;0.62;42751;1631461;"Norte"
"Santa Rita Do Tocantins";"TO";0;0.651;0.63;0.83;0.527;2344;49409;"Norte"
"Santa Rita Do Trivelato";"MT";0;0.735;0.738;0.852;0.632;3330;526574;"Centro-Oeste"
"Santa Rosa";"RS";0;0.769;0.752;0.871;0.693;72919;2580978;"Sul"
"Santa Rosa Da Serra";"MG";0;0.705;0.695;0.866;0.583;3343;50944;"Norte"
"Santa Rosa De Goias";"GO";0;0.701;0.643;0.844;0.635;2388;42677;"Centro-Oeste"
"Santa Rosa De Lima";"SE";0;0.592;0.527;0.766;0.514;3904;45591;"Nordeste"
"Santa Rosa De Lima";"SC";0;0.757;0.726;0.843;0.71;2137;47216;"Sul"
"Santa Rosa De Viterbo";"SP";0;0.77;0.746;0.868;0.704;26322;729411;"Norte"
"Santa Rosa Do Piaui";"PI";0;0.567;0.539;0.699;0.483;5258;35027;"Nordeste"
"Santa Rosa Do Purus";"AC";0;0.517;0.519;0.781;0.34;6362;61114;"Norte"
"Santa Rosa Do Sul";"SC";0;0.705;0.702;0.806;0.618;8338;129176;"Sul"
"Santa Rosa Do Tocantins";"TO";0;0.595;0.574;0.78;0.471;4811;87270;"Norte"
"Santa Salete";"SP";0;0.772;0.712;0.864;0.748;1539;31933;"Norte"
"Santa Teresa";"ES";0;0.714;0.722;0.834;0.604;23392;430732;"Norte"
"Santa Teresinha";"PB";0;0.627;0.586;0.82;0.513;4585;45938;"Nordeste"
"Santa Teresinha";"BA";0;0.587;0.549;0.804;0.459;10345;0;"Nordeste"
"Santa Tereza";"RS";0;0.746;0.765;0.853;0.637;1734;36570;"Sul"
"Santa Tereza De Goias";"GO";0;0.665;0.635;0.825;0.561;3431;56259;"Centro-Oeste"
"Santa Tereza Do Oeste";"PR";0;0.705;0.686;0.808;0.632;10182;360305;"Sul"
"Santa Tereza Do Tocantins";"TO";0;0.662;0.618;0.817;0.575;2834;27723;"Norte"
"Santa Terezinha";"MT";0;0.609;0.596;0.761;0.498;8281;134449;"Centro-Oeste"
"Santa Terezinha";"PE";0;0.593;0.54;0.737;0.524;11764;76178;"Nordeste"
"Santa Terezinha";"SC";0;0.669;0.637;0.817;0.575;8801;188059;"Sul"
"Santa Terezinha";"BA";0;0.0;0.0;0.0;0.0;0;72168;"Nordeste"
"Santa Terezinha De Goias";"GO";0;0.701;0.647;0.826;0.644;8931;129050;"Centro-Oeste"
"Santa Terezinha De Itaipu";"PR";0;0.738;0.716;0.814;0.689;23224;524895;"Sul"
"Santa Terezinha Do Progresso";"SC";0;0.682;0.686;0.791;0.585;2484;46815;"Sul"
"Santa Terezinha Do Tocantins";"TO";0;0.637;0.583;0.758;0.584;2528;31558;"Norte"
"Santa Vitoria";"MG";0;0.71;0.718;0.865;0.576;19608;690440;"Norte"
"Santa Vitoria Do Palmar";"RS";0;0.712;0.709;0.861;0.591;29877;868949;"Sul"
"Santaluz";"BA";0;0.598;0.559;0.764;0.5;37158;331556;"Nordeste"
"Santana";"AP";0;0.692;0.654;0.794;0.638;119610;1809277;""
"Santana";"BA";0;0.608;0.585;0.776;0.496;26517;213894;"Nordeste"
"Santana Da Boa Vista";"RS";0;0.633;0.63;0.802;0.503;8130;192633;"Sul"
"Santana Da Ponte Pensa";"SP";0;0.773;0.751;0.84;0.733;1507;33948;"Norte"
"Santana Da Vargem";"MG";0;0.698;0.681;0.85;0.587;7128;157788;"Norte"
"Santana De Cataguases";"MG";0;0.694;0.643;0.793;0.655;3853;44210;"Norte"
"Santana De Mangueira";"PB";0;0.535;0.488;0.756;0.414;5198;37251;"Nordeste"
"Santana De Parnaiba";"SP";0;0.814;0.876;0.849;0.725;136517;8485338;"Norte"
"Santana De Pirapama";"MG";0;0.628;0.617;0.816;0.493;7696;92500;"Norte"
"Santana Do Acarau";"CE";0;0.587;0.536;0.755;0.5;32216;194640;"Nordeste"
"Santana Do Araguaia";"PA";0;0.602;0.591;0.774;0.478;71187;761354;"Norte"
"Santana Do Cariri";"CE";0;0.612;0.527;0.779;0.557;17622;106910;"Nordeste"
"Santana Do Deserto";"MG";0;0.651;0.66;0.849;0.493;3971;37432;"Norte"
"Santana Do Garambeu";"MG";0;0.667;0.648;0.822;0.558;2438;28529;"Norte"
"Santana Do Ipanema";"AL";0;0.591;0.579;0.77;0.463;47486;518669;"Nordeste"
"Santana Do Itarare";"PR";0;0.687;0.654;0.848;0.585;5031;98177;"Sul"
"Santana Do Jacare";"MG";0;0.647;0.655;0.79;0.523;4807;71776;"Norte"
"Santana Do Manhuacu";"MG";0;0.621;0.622;0.809;0.475;8681;101592;"Norte"
"Santana Do Maranhao";"MA";0;0.51;0.445;0.758;0.394;13223;60539;"Nordeste"
"Santana Do Matos";"RN";0;0.591;0.559;0.767;0.482;12954;112397;"Nordeste"
"Santana Do Mundau";"AL";0;0.519;0.513;0.752;0.362;10755;785912;"Nordeste"
"Santana Do Paraiso";"MG";0;0.685;0.663;0.878;0.552;33934;502912;"Norte"
"Santana Do Piaui";"PI";0;0.574;0.539;0.736;0.476;4625;29781;"Nordeste"
"Santana Do Riacho";"MG";0;0.665;0.641;0.834;0.551;4274;59865;"Norte"
"Santana Do Serido";"RN";0;0.642;0.595;0.767;0.58;2670;38779;"Nordeste"
"Santana Do Sao Francisco";"SE";0;0.59;0.544;0.716;0.526;7714;62835;"Nordeste"
"Santana Dos Garrotes";"PB";0;0.594;0.568;0.772;0.479;7077;50496;"Nordeste"
"Santana Dos Montes";"MG";0;0.647;0.608;0.801;0.557;3789;35661;"Norte"
"Santanopolis";"BA";0;0.592;0.561;0.746;0.496;8920;56295;"Nordeste"
"Santarem";"PA";0;0.691;0.632;0.807;0.648;302667;4573180;"Norte"
"Santarem Novo";"PA";0;0.587;0.52;0.774;0.502;6664;48419;"Norte"
"Santiago";"RS";0;0.766;0.746;0.882;0.682;49493;1192340;"Sul"
"Santiago Do Sul";"SC";0;0.728;0.731;0.811;0.652;1286;32109;"Sul"
"Santo Afonso";"MT";0;0.689;0.655;0.834;0.599;3136;71362;"Centro-Oeste"
"Santo Amaro";"BA";0;0.646;0.626;0.772;0.559;59512;755103;"Nordeste"
"Santo Amaro Da Imperatriz";"SC";0;0.781;0.753;0.89;0.71;22905;745719;"Sul"
"Santo Amaro Das Brotas";"SE";0;0.637;0.613;0.778;0.543;12051;108685;"Nordeste"
"Santo Amaro Do Maranhao";"MA";0;0.518;0.454;0.738;0.416;15654;76305;"Nordeste"
"Santo Anastacio";"SP";0;0.753;0.725;0.854;0.689;20889;397048;"Norte"
"Santo Andre";"SP";0;0.815;0.819;0.861;0.769;716109;25837046;"Norte"
"Santo Andre";"PB";0;0.6;0.568;0.797;0.476;2532;22361;"Nordeste"
"Santo Antonio";"RN";0;0.62;0.595;0.782;0.512;23988;208213;"Nordeste"
"Santo Antonio Da Alegria";"SP";0;0.702;0.69;0.83;0.604;6880;149910;"Norte"
"Santo Antonio Da Barra";"GO";0;0.691;0.665;0.835;0.593;4787;176572;"Centro-Oeste"
"Santo Antonio Da Patrulha";"RS";0;0.717;0.718;0.866;0.594;42648;1100657;"Sul"
"Santo Antonio Da Platina";"PR";0;0.718;0.733;0.817;0.617;45728;1007590;"Sul"
"Santo Antonio Das Missoes";"RS";0;0.686;0.672;0.835;0.576;10305;305017;"Sul"
"Santo Antonio De Goias";"GO";0;0.723;0.687;0.832;0.662;6123;126711;"Centro-Oeste"
"Santo Antonio De Jesus";"BA";0;0.7;0.677;0.815;0.622;100605;2094682;"Nordeste"
"Santo Antonio De Lisboa";"PI";0;0.584;0.597;0.704;0.473;6388;45957;"Nordeste"
"Santo Antonio De Posse";"SP";0;0.702;0.718;0.838;0.576;23085;887954;"Norte"
"Santo Antonio De Padua";"RJ";0;0.718;0.709;0.806;0.648;42359;1078784;"Norte"
"Santo Antonio Do Amparo";"MG";0;0.672;0.641;0.823;0.576;18434;303913;"Norte"
"Santo Antonio Do Aracangua";"SP";0;0.757;0.71;0.84;0.728;8356;319417;"Norte"
"Santo Antonio Do Aventureiro";"MG";0;0.671;0.66;0.841;0.545;3602;42558;"Norte"
"Santo Antonio Do Caiua";"PR";0;0.696;0.65;0.82;0.632;2656;45365;"Sul"
"Santo Antonio Do Descoberto";"GO";0;0.665;0.647;0.818;0.556;73636;590340;"Centro-Oeste"
"Santo Antonio Do Grama";"MG";0;0.633;0.626;0.823;0.493;3937;69855;"Norte"
