city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
Estância Velha,4307609.0,2020-08-18,34,50022.0,True,False,550,1099.51621,2020-08-18,0.0327,18,150,city,RS,76,0
Naviraí,5005707.0,2020-08-18,34,54878.0,False,True,549,1000.40089,2020-08-14,0.02,11,129,city,MS,0,0
Acopiara,2300309.0,2020-08-18,34,54270.0,False,True,548,1009.7659800000001,2020-08-17,0.0547,30,128,city,CE,0,0
Pomerode,4213203.0,2020-08-18,34,33447.0,False,True,548,1638.41301,2020-08-17,0.0073,4,152,city,SC,0,0
Bady Bassitt,3504602.0,2020-08-18,34,17502.0,False,True,548,3131.07073,2020-08-17,0.0255,14,133,city,SP,0,0
São Bento do Una,2613008.0,2020-08-18,34,59504.0,False,True,547,919.26593,2020-08-17,0.0457,25,130,city,PE,0,0
Almenara,3101706.0,2020-08-18,34,41896.0,False,True,546,1303.22704,2020-08-17,0.0183,10,126,city,MG,0,0
Itamarati,1301951.0,2020-08-18,34,7851.0,False,True,545,6941.79085,2020-08-17,0.0092,5,98,city,AM,0,0
Anajás,1500701.0,2020-08-18,34,29277.0,False,True,543,1854.69823,2020-08-17,0.0221,12,118,city,PA,0,0
Rio Branco do Sul,4122206.0,2020-08-18,34,32397.0,False,True,542,1672.99441,2020-08-17,0.0277,15,142,city,PR,0,0
Piraí,3304003.0,2020-08-18,34,29277.0,False,True,541,1847.8669300000001,2020-08-17,0.0203,11,129,city,RJ,0,0
Serafina Corrêa,4320404.0,2020-08-18,34,17502.0,True,False,541,3091.07531,2020-08-18,0.0037,2,151,city,RS,5,0
Gravatá,2606408.0,2020-08-18,34,84074.0,False,True,541,643.4807400000001,2020-08-17,0.1054,57,128,city,PE,0,0
Senador José Porfírio,1507805.0,2020-08-18,34,11658.0,False,True,541,4640.59015,2020-08-17,0.0277,15,108,city,PA,0,0
Atalaia,2700409.0,2020-08-18,34,47185.0,False,True,540,1144.43149,2020-08-17,0.0315,17,115,city,AL,0,0
Formosa da Serra Negra,2104099.0,2020-08-18,34,19089.0,False,True,540,2828.85431,2020-08-17,0.0019,1,98,city,MA,0,0
Ecoporanga,3202108.0,2020-08-18,34,22923.0,False,True,539,2351.3501699999997,2020-08-16,0.0148,8,113,city,ES,0,0
Fundão,3202207.0,2020-08-18,34,21509.0,False,True,539,2505.92775,2020-08-16,0.0297,16,139,city,ES,0,0
Urucará,1304302.0,2020-08-18,34,16256.0,False,True,539,3315.69882,2020-08-17,0.0111,6,116,city,AM,0,0
Araioses,2100907.0,2020-08-18,34,46440.0,False,True,538,1158.48407,2020-08-17,0.0186,10,103,city,MA,0,0
Conceição,2504405.0,2020-08-18,34,18982.0,False,True,535,2818.45959,2020-08-17,0.0112,6,97,city,PB,0,0
Iúna,3203007.0,2020-08-18,34,29161.0,False,True,534,1831.21292,2020-08-16,0.0375,20,113,city,ES,0,0
Porto Belo,4213500.0,2020-08-18,34,21388.0,False,True,534,2496.72714,2020-08-17,0.0112,6,149,city,SC,0,0
Governador Celso Ramos,4206009.0,2020-08-18,34,14471.0,False,True,534,3690.1389,2020-08-17,0.0131,7,138,city,SC,0,0
Bagé,4301602.0,2020-08-18,34,121143.0,True,False,534,440.80137,2020-08-18,0.015,8,153,city,RS,19,0
Paracambi,3303609.0,2020-08-18,34,52257.0,False,True,533,1019.95905,2020-08-17,0.0525,28,131,city,RJ,0,0
Maragogipe,2920601.0,2020-08-18,34,44677.0,False,True,533,1193.00759,2020-08-17,0.0225,12,117,city,BA,0,0
São Roque,3550605.0,2020-08-18,34,91016.0,False,True,531,583.41391,2020-08-17,0.032,17,134,city,SP,0,0
Cruz das Almas,2909802.0,2020-08-18,34,63239.0,False,True,531,839.6717199999999,2020-08-17,0.0132,7,117,city,BA,0,0
Ferreira Gomes,1600238.0,2020-08-18,34,7780.0,False,True,531,6825.1928,2020-08-17,0.0056,3,109,city,AP,0,0
Paço do Lumiar,2107506.0,2020-08-18,34,122197.0,False,True,529,432.90752000000003,2020-08-17,0.1531,81,138,city,MA,0,0
Ipixuna do Pará,1503457.0,2020-08-18,34,64053.0,False,True,529,825.87857,2020-08-17,0.034,18,112,city,PA,0,0
Currais Novos,2403103.0,2020-08-18,34,44786.0,False,True,529,1181.17269,2020-08-10,0.0208,11,128,city,RN,0,0
Catende,2604205.0,2020-08-18,34,42892.0,False,True,529,1233.3302199999998,2020-08-17,0.0605,32,134,city,PE,0,0
Baturité,2302107.0,2020-08-18,34,35750.0,False,True,529,1479.72028,2020-08-17,0.0529,28,126,city,CE,0,0
Formiga,3126109.0,2020-08-18,34,67683.0,False,True,529,781.58474,2020-08-17,0.0189,10,135,city,MG,0,0
Guaraí,1709302.0,2020-08-18,34,25923.0,False,True,528,2036.8013,2020-08-17,0.0189,10,115,city,TO,0,0
Frederico Westphalen,4308508.0,2020-08-18,34,31313.0,True,False,525,1676.61993,2020-08-18,0.0152,8,103,city,RS,10,0
Santa Izabel do Pará,1506500.0,2020-08-18,34,70801.0,False,True,525,741.51495,2020-08-17,0.0648,34,121,city,PA,0,0
Gramado,4309100.0,2020-08-18,34,36232.0,True,False,523,1443.47538,2020-08-18,0.0172,9,96,city,RS,23,0
Porto da Folha,2805604.0,2020-08-18,34,28596.0,False,True,522,1825.43013,2020-08-17,0.0172,9,121,city,SE,0,0
Cutias,1600212.0,2020-08-18,34,5983.0,False,True,522,8724.72004,2020-08-17,0.0038,2,106,city,AP,0,0
Tracuateua,1508035.0,2020-08-18,34,30959.0,False,True,521,1682.87089,2020-08-17,0.0288,15,120,city,PA,0,0
Cruz Alta,4306106.0,2020-08-18,34,60299.0,True,False,521,864.0276,2020-08-18,0.025,13,115,city,RS,10,0
Mirassol d'Oeste,5105622.0,2020-08-18,34,27739.0,False,True,521,1878.2220000000002,2020-08-10,0.0211,11,123,city,MT,0,0
Lagoa da Prata,3137205.0,2020-08-18,34,52165.0,False,True,520,996.83696,2020-08-17,0.0212,11,149,city,MG,0,0
Castro,4104907.0,2020-08-18,34,71484.0,False,True,520,727.4355099999999,2020-08-17,0.0077,4,143,city,PR,0,0
Itinga do Maranhão,2105427.0,2020-08-18,34,26000.0,False,True,519,1996.15385,2020-08-17,0.0212,11,108,city,MA,0,0
Camaquã,4303509.0,2020-08-18,34,66261.0,True,False,519,783.26617,2020-08-18,0.025,13,148,city,RS,32,0
Curvelo,3120904.0,2020-08-18,34,80129.0,False,True,518,646.45759,2020-08-17,0.0174,9,121,city,MG,0,0
Artur Nogueira,3503802.0,2020-08-18,34,54408.0,False,True,517,950.22791,2020-08-17,0.0135,7,132,city,SP,0,0
São Ludgero,4217006.0,2020-08-18,34,13410.0,False,True,517,3855.33184,2020-08-17,0.0077,4,147,city,SC,0,0
Guapiaçu,3517505.0,2020-08-18,34,21454.0,False,True,516,2405.14589,2020-08-17,0.031,16,105,city,SP,0,0
Capão Bonito,3510203.0,2020-08-18,34,47138.0,False,True,515,1092.53681,2020-08-17,0.035,18,126,city,SP,0,0
São Sebastião do Uatumã,1303957.0,2020-08-18,34,14020.0,False,True,514,3666.1911600000003,2020-08-17,0.0039,2,116,city,AM,0,0
Uruoca,2313906.0,2020-08-18,34,13840.0,False,True,514,3713.87283,2020-08-17,0.0311,16,122,city,CE,0,0
Agrestina,2600302.0,2020-08-18,34,24885.0,False,True,512,2057.46434,2020-08-17,0.0586,30,117,city,PE,0,0
Solânea,2516003.0,2020-08-18,34,26407.0,False,True,512,1938.8798399999998,2020-08-17,0.0078,4,98,city,PB,0,0
Pão de Açúcar,2706406.0,2020-08-18,34,24399.0,False,True,511,2094.34813,2020-08-17,0.0098,5,93,city,AL,0,0
Salinópolis,1506203.0,2020-08-18,34,40675.0,False,True,511,1256.29994,2020-08-17,0.0646,33,128,city,PA,0,0
Carlos Barbosa,4304804.0,2020-08-18,34,29833.0,True,False,511,1712.8683,2020-08-18,0.0196,10,151,city,RS,11,1
Cachoeiras de Macacu,3300803.0,2020-08-18,34,58937.0,False,True,509,863.63405,2020-08-17,0.0511,26,131,city,RJ,0,0
Varginha,3170701.0,2020-08-18,34,135558.0,False,True,508,374.74734,2020-08-17,0.0276,14,137,city,MG,0,0
Mirador,2106706.0,2020-08-18,34,21015.0,False,True,507,2412.56246,2020-08-17,0.0059,3,101,city,MA,0,0
Juquitiba,3526209.0,2020-08-18,34,31444.0,False,True,506,1609.21002,2020-08-17,0.0178,9,124,city,SP,0,0
Mãe do Rio,1504059.0,2020-08-18,34,30077.0,False,True,506,1682.34864,2020-08-17,0.0514,26,121,city,PA,0,0
Rio Grande da Serra,3544103.0,2020-08-18,34,50846.0,False,True,505,993.19514,2020-08-17,0.0376,19,134,city,SP,0,0
Nova Araçá,4312807.0,2020-08-18,34,4759.0,True,False,505,10611.473,2020-08-18,0.004,2,107,city,RS,6,0
Bom Jardim,2602209.0,2020-08-18,34,39184.0,False,True,502,1281.13516,2020-08-17,0.0498,25,134,city,PE,0,0
Ouro Preto,3146107.0,2020-08-18,34,74281.0,False,True,502,675.81212,2020-08-17,0.0319,16,93,city,MG,0,0
Mata de São João,2921005.0,2020-08-18,34,46583.0,False,True,501,1075.49965,2020-08-17,0.006,3,113,city,BA,0,0
São José dos Quatro Marcos,5107107.0,2020-08-18,34,18906.0,False,True,501,2649.9524,2020-08-10,0.024,12,135,city,MT,0,0
Augustinópolis,1702554.0,2020-08-18,34,18412.0,False,True,500,2715.62025,2020-08-17,0.01,5,114,city,TO,0,0
Bom Conselho,2602100.0,2020-08-18,34,48554.0,False,True,500,1029.78127,2020-08-17,0.034,17,131,city,PE,0,0
Araçoiaba da Serra,3502903.0,2020-08-18,34,34146.0,False,True,500,1464.30036,2020-08-17,0.02,10,131,city,SP,0,0
Dois Vizinhos,4107207.0,2020-08-18,34,40641.0,False,True,499,1227.82412,2020-08-17,0.006,3,123,city,PR,0,0
Capela,2701704.0,2020-08-18,34,17053.0,False,True,499,2926.17135,2020-08-17,0.01,5,120,city,AL,0,0
Manhumirim,3139508.0,2020-08-18,34,22707.0,False,True,498,2193.1563,2020-08-17,0.0141,7,113,city,MG,0,0
Valença do Piauí,2211308.0,2020-08-18,34,20918.0,False,True,498,2380.72473,2020-08-17,0.012,6,110,city,PI,0,0
Aquidabã,2800209.0,2020-08-18,34,21563.0,False,True,497,2304.87409,2020-08-17,0.0221,11,113,city,SE,0,0
Santa Cruz Cabrália,2927705.0,2020-08-18,34,27778.0,False,True,494,1778.3857699999999,2020-08-17,0.0162,8,139,city,BA,0,0
Graça,2304657.0,2020-08-18,34,14399.0,False,True,494,3430.79381,2020-08-17,0.0162,8,128,city,CE,0,0
Macatuba,3528007.0,2020-08-18,34,17163.0,False,True,494,2878.28468,2020-08-17,0.0121,6,128,city,SP,0,0
Alto Alegre,1400050.0,2020-08-18,34,15510.0,False,True,493,3178.5944600000003,2020-08-17,0.0284,14,134,city,RR,0,0
Chorozinho,2303956.0,2020-08-18,34,20264.0,False,True,492,2427.95105,2020-08-17,0.0325,16,124,city,CE,0,0
Campos do Jordão,3509700.0,2020-08-18,34,52088.0,False,True,491,942.63554,2020-08-17,0.0143,7,128,city,SP,0,0
São Luís Gonzaga do Maranhão,2111409.0,2020-08-18,34,18856.0,False,True,491,2603.94569,2020-08-17,0.0163,8,112,city,MA,0,0
Uruçuca,2932705.0,2020-08-18,34,20519.0,False,True,491,2392.9041399999996,2020-08-17,0.0387,19,137,city,BA,0,0
Cururupu,2103703.0,2020-08-18,34,32695.0,False,True,489,1495.64154,2020-08-17,0.0143,7,123,city,MA,0,0
Guaraciaba do Norte,2305001.0,2020-08-18,34,40642.0,False,True,489,1203.1888199999999,2020-08-17,0.0143,7,135,city,CE,0,0
Campo do Brito,2801009.0,2020-08-18,34,18109.0,False,True,489,2700.31476,2020-08-17,0.0184,9,109,city,SE,0,0
Pariquera-Açu,3536208.0,2020-08-18,34,19648.0,False,True,488,2483.71336,2020-08-17,0.0143,7,137,city,SP,0,0
Dário Meira,2910008.0,2020-08-18,34,10710.0,False,True,487,4547.15219,2020-08-17,0.0123,6,113,city,BA,0,0
Santa Maria de Jetibá,3204559.0,2020-08-18,34,40431.0,False,True,487,1204.5212800000002,2020-08-16,0.0185,9,127,city,ES,0,0
Araçagi,2500809.0,2020-08-18,34,16987.0,False,True,484,2849.23765,2020-08-17,0.0083,4,113,city,PB,0,0
Extremoz,2403608.0,2020-08-18,34,28583.0,False,True,484,1693.3142100000002,2020-08-10,0.0599,29,138,city,RN,0,0
Riachão do Dantas,2805802.0,2020-08-18,34,19805.0,False,True,483,2438.77809,2020-08-17,0.0352,17,106,city,SE,0,0
Cataguases,3115300.0,2020-08-18,34,75123.0,False,True,483,642.94557,2020-08-17,0.0393,19,127,city,MG,0,0
Guabiruba,4206306.0,2020-08-18,34,23832.0,False,True,481,2018.29473,2020-08-17,0.0146,7,133,city,SC,0,0
Ibiapina,2305308.0,2020-08-18,34,24997.0,False,True,481,1924.2309100000002,2020-08-17,0.0187,9,111,city,CE,0,0
Humberto de Campos,2105005.0,2020-08-18,34,28717.0,False,True,480,1671.48379,2020-08-17,0.0104,5,112,city,MA,0,0
Araguanã,2100873.0,2020-08-18,34,15426.0,False,True,480,3111.62972,2020-08-17,0.0042,2,112,city,MA,0,0
Oeiras do Pará,1505205.0,2020-08-18,34,32512.0,False,True,479,1473.30217,2020-08-17,0.0438,21,138,city,PA,0,0
Passos,3147907.0,2020-08-18,34,114679.0,False,True,479,417.68762999999996,2020-08-17,0.0292,14,127,city,MG,0,0
Lago Verde,2105906.0,2020-08-18,34,16257.0,False,True,479,2946.42308,2020-08-17,0.0084,4,96,city,MA,0,0
Ceres,5205406.0,2020-08-18,34,22191.0,False,True,479,2158.5327399999996,2020-08-17,0.0167,8,124,city,GO,0,0
Junqueiro,2704005.0,2020-08-18,34,24727.0,False,True,478,1933.10956,2020-08-17,0.0272,13,112,city,AL,0,0
Conceição da Feira,2908200.0,2020-08-18,34,22581.0,False,True,478,2116.82388,2020-08-17,0.0063,3,97,city,BA,0,0
Jaguaretama,2306702.0,2020-08-18,34,18162.0,False,True,477,2626.36274,2020-08-17,0.0231,11,121,city,CE,0,0
Jardim de Piranhas,2405603.0,2020-08-18,34,14837.0,False,True,476,3208.19573,2020-08-10,0.0231,11,80,city,RN,0,0
Pombal,2512101.0,2020-08-18,34,32801.0,False,True,475,1448.12658,2020-08-17,0.0105,5,125,city,PB,0,0
Penápolis,3537305.0,2020-08-18,34,63407.0,False,True,475,749.12865,2020-08-17,0.0189,9,142,city,SP,0,0
Rio das Pedras,3544004.0,2020-08-18,34,35228.0,False,True,475,1348.35926,2020-08-17,0.0358,17,112,city,SP,0,0
Nova Russas,2309300.0,2020-08-18,34,32328.0,False,True,475,1469.31453,2020-08-17,0.0337,16,107,city,CE,0,0
Piedade,3537800.0,2020-08-18,34,55348.0,False,True,475,858.2062599999999,2020-08-17,0.0358,17,123,city,SP,0,0
Banabuiú,2301851.0,2020-08-18,34,18197.0,False,True,475,2610.32038,2020-08-17,0.0063,3,122,city,CE,0,0
Messias,2705200.0,2020-08-18,34,17856.0,False,True,475,2660.17025,2020-08-17,0.0295,14,107,city,AL,0,0
Maracaçumé,2106326.0,2020-08-18,34,21395.0,False,True,474,2215.4709,2020-08-17,0.0063,3,110,city,MA,0,0
Juruá,1302207.0,2020-08-18,34,14712.0,False,True,473,3215.06253,2020-08-17,0.0148,7,122,city,AM,0,0
Urussanga,4219002.0,2020-08-18,34,21268.0,False,True,473,2223.9985,2020-08-17,0.0233,11,144,city,SC,0,0
João Pinheiro,3136306.0,2020-08-18,34,47452.0,False,True,472,994.6893699999999,2020-08-17,0.0021,1,75,city,MG,0,0
Aragarças,5201702.0,2020-08-18,34,20118.0,False,True,471,2341.187,2020-08-17,0.0212,10,100,city,GO,0,0
Barra Velha,4202107.0,2020-08-18,34,29168.0,False,True,470,1611.35491,2020-08-17,0.0149,7,132,city,SC,0,0
Monte Aprazível,3531407.0,2020-08-18,34,25087.0,False,True,469,1869.4941600000002,2020-08-17,0.0192,9,104,city,SP,0,0
Piúma,3204203.0,2020-08-18,34,21711.0,False,True,469,2160.1952899999997,2020-08-16,0.0277,13,122,city,ES,0,0
Moraújo,2308807.0,2020-08-18,34,8724.0,False,True,469,5375.97432,2020-08-17,0.0171,8,108,city,CE,0,0
Massaranduba,4210605.0,2020-08-18,34,16916.0,False,True,468,2766.61149,2020-08-17,0.0043,2,132,city,SC,0,0
Engenheiro Coelho,3515152.0,2020-08-18,34,20773.0,False,True,468,2252.92447,2020-08-17,0.0256,12,117,city,SP,0,0
São Geraldo do Araguaia,1507458.0,2020-08-18,34,24847.0,False,True,468,1883.5271899999998,2020-08-17,0.0299,14,138,city,PA,0,0
Pradópolis,3540903.0,2020-08-18,34,21496.0,False,True,467,2172.49721,2020-08-17,0.0278,13,114,city,SP,0,0
Hidrolândia,5209705.0,2020-08-18,34,21706.0,False,True,467,2151.47885,2020-08-17,0.015,7,145,city,GO,0,0
Buriti,2102200.0,2020-08-18,34,28678.0,False,True,467,1628.42597,2020-08-17,0.0021,1,108,city,MA,0,0
Salvaterra,1506302.0,2020-08-18,34,23752.0,False,True,467,1966.15022,2020-08-17,0.0321,15,122,city,PA,0,0
Mucuri,2922003.0,2020-08-18,34,41748.0,False,True,467,1118.61646,2020-08-17,0.0193,9,97,city,BA,0,0
Apucarana,4101408.0,2020-08-18,34,134996.0,False,True,467,345.93618,2020-08-17,0.045,21,128,city,PR,0,0
São João del Rei,3162500.0,2020-08-18,34,90082.0,False,True,466,517.30645,2020-08-17,0.0258,12,146,city,MG,0,0
São Bento do Sul,4215802.0,2020-08-18,34,84507.0,False,True,466,551.4336099999999,2020-08-17,0.0193,9,133,city,SC,0,0
Morrinhos,2308906.0,2020-08-18,34,22534.0,False,True,465,2063.54842,2020-08-17,0.0194,9,107,city,CE,0,0
Balneário Piçarras,4212809.0,2020-08-18,34,23147.0,False,True,464,2004.57943,2020-08-17,0.0151,7,132,city,SC,0,0
Ibiraçu,3202504.0,2020-08-18,34,12479.0,False,True,463,3710.23319,2020-08-16,0.0194,9,135,city,ES,0,0
Porciúncula,3304102.0,2020-08-18,34,18847.0,False,True,463,2456.6244,2020-08-17,0.0238,11,138,city,RJ,0,0
Ituberá,2917300.0,2020-08-18,34,28602.0,False,True,463,1618.76792,2020-08-17,0.0238,11,132,city,BA,0,0
Barrinha,3505609.0,2020-08-18,34,32812.0,False,True,462,1408.02146,2020-08-17,0.039,18,118,city,SP,0,0
Juripiranga,2507903.0,2020-08-18,34,10756.0,False,True,462,4295.27705,2020-08-17,0.0216,10,104,city,PB,0,0
Pimenta Bueno,1100189.0,2020-08-18,34,36660.0,False,True,461,1257.50136,2020-08-17,0.0152,7,120,city,RO,0,0
Porto Acre,1200807.0,2020-08-18,34,18504.0,True,False,460,2485.94898,2020-08-18,0.0304,14,143,city,AC,0,0
Feira Nova,2605400.0,2020-08-18,34,22131.0,False,True,460,2078.53238,2020-08-17,0.0435,20,125,city,PE,0,0
São Francisco de Itabapoana,3304755.0,2020-08-18,34,42205.0,False,True,460,1089.91826,2020-08-17,0.0478,22,131,city,RJ,0,0
Ibirapitanga,2912707.0,2020-08-18,34,23375.0,False,True,458,1959.35829,2020-08-17,0.0087,4,109,city,BA,0,0
Bujaru,1501907.0,2020-08-18,34,29132.0,False,True,457,1568.72168,2020-08-17,0.046,21,130,city,PA,0,0
São Bento,2110500.0,2020-08-18,34,45211.0,False,True,457,1010.81595,2020-08-17,0.0109,5,109,city,MA,0,0
Guarapuava,4109401.0,2020-08-18,34,181504.0,False,True,456,251.23413,2020-08-17,0.011000000000000001,5,145,city,PR,0,0
Epitaciolândia,1200252.0,2020-08-18,34,18411.0,True,False,456,2476.78019,2020-08-18,0.0241,11,104,city,AC,15,0
Esperança,2506004.0,2020-08-18,34,33007.0,False,True,454,1375.46581,2020-08-17,0.0154,7,115,city,PB,0,0
Pinheiros,3204104.0,2020-08-18,34,27047.0,False,True,454,1678.5595399999997,2020-08-16,0.033,15,113,city,ES,0,0
Taquara,4321204.0,2020-08-18,34,57466.0,True,False,452,786.55205,2020-08-18,0.0442,20,153,city,RS,79,0
Manaquiri,1302553.0,2020-08-18,34,32105.0,False,True,451,1404.76561,2020-08-17,0.0266,12,118,city,AM,0,0
Palmeira das Missões,4313706.0,2020-08-18,34,33303.0,True,False,451,1354.23235,2020-08-18,0.02,9,112,city,RS,1,0
Olho d'Água das Cunhãs,2107407.0,2020-08-18,34,19505.0,False,True,451,2312.22763,2020-08-17,0.0089,4,115,city,MA,0,0
Água Azul do Norte,1500347.0,2020-08-18,34,27430.0,False,True,451,1644.1852,2020-08-17,0.0,0,111,city,PA,0,0
São Gotardo,3162104.0,2020-08-18,34,35469.0,False,True,450,1268.71352,2020-08-17,0.0289,13,130,city,MG,0,0
Paranatinga,5106307.0,2020-08-18,34,22563.0,False,True,449,1989.9836,2020-08-10,0.028999999999999998,13,78,city,MT,0,0
Satuba,2708907.0,2020-08-18,34,13828.0,False,True,447,3232.57159,2020-08-17,0.0358,16,127,city,AL,0,0
Confresa,5103353.0,2020-08-18,34,30933.0,False,True,447,1445.05868,2020-08-10,0.0246,11,118,city,MT,0,0
Jenipapo dos Vieiras,2105476.0,2020-08-18,34,16515.0,False,True,447,2706.6303399999997,2020-08-17,0.0179,8,96,city,MA,0,0
Cachoeira do Piriá,1501956.0,2020-08-18,34,33900.0,False,True,446,1315.63422,2020-08-17,0.0045,2,109,city,PA,0,0
Amapá,1600105.0,2020-08-18,34,9109.0,False,True,445,4885.2783,2020-08-17,0.009000000000000001,4,115,city,AP,0,0
Jaguaré,3203056.0,2020-08-18,34,30477.0,False,True,445,1460.11747,2020-08-16,0.018000000000000002,8,113,city,ES,0,0
Goianira,5208806.0,2020-08-18,34,44289.0,False,True,444,1002.50627,2020-08-17,0.0383,17,127,city,GO,0,0
Pitangueiras,3539509.0,2020-08-18,34,39719.0,False,True,443,1115.3352300000001,2020-08-17,0.0226,10,118,city,SP,0,0
Ibicaraí,2912103.0,2020-08-18,34,21689.0,False,True,442,2037.8994,2020-08-17,0.0249,11,119,city,BA,0,0
Tupã,3555000.0,2020-08-18,34,65524.0,False,True,442,674.56199,2020-08-17,0.0588,26,131,city,SP,0,0
Santa Teresa,3204609.0,2020-08-18,34,23590.0,False,True,442,1873.67529,2020-08-16,0.0204,9,149,city,ES,0,0
Bela Vista de Goiás,5203302.0,2020-08-18,34,29975.0,False,True,442,1474.56214,2020-08-17,0.0158,7,133,city,GO,0,0
Governador Newton Bello,2104651.0,2020-08-18,34,10180.0,False,True,441,4332.02358,2020-08-17,0.0091,4,112,city,MA,0,0
Assis Brasil,1200054.0,2020-08-18,34,7417.0,True,False,440,5932.31765,2020-08-18,0.0205,9,110,city,AC,1,0
Matupá,5105606.0,2020-08-18,34,16566.0,False,True,440,2656.0425,2020-08-10,0.0045,2,90,city,MT,0,0
Sombrio,4217709.0,2020-08-18,34,30374.0,False,True,440,1448.60736,2020-08-17,0.0227,10,137,city,SC,0,0
Senhor do Bonfim,2930105.0,2020-08-18,34,79015.0,False,True,440,556.8562900000001,2020-08-17,0.0114,5,99,city,BA,0,0
Eldorado do Sul,4306767.0,2020-08-18,34,41285.0,True,False,440,1065.7623800000001,2020-08-18,0.0318,14,151,city,RS,42,1
Pirapora,3151206.0,2020-08-18,34,56428.0,False,True,438,776.2103900000001,2020-08-17,0.0091,4,131,city,MG,0,0
Santa Quitéria do Maranhão,2110104.0,2020-08-18,34,25642.0,False,True,438,1708.1350899999998,2020-08-17,0.032,14,107,city,MA,0,0
Ibicuitinga,2305332.0,2020-08-18,34,12525.0,False,True,437,3489.02196,2020-08-17,0.0137,6,122,city,CE,0,0
São Gonçalo dos Campos,2929305.0,2020-08-18,34,37550.0,False,True,436,1161.11851,2020-08-17,0.0138,6,109,city,BA,0,0
Conceição de Macabu,3301405.0,2020-08-18,34,23228.0,False,True,436,1877.04495,2020-08-17,0.0206,9,119,city,RJ,0,0
Conselheiro Lafaiete,3118304.0,2020-08-18,34,128589.0,False,True,435,338.2871,2020-08-17,0.0069,3,124,city,MG,0,0
Santo Estêvão,2928802.0,2020-08-18,34,52850.0,False,True,434,821.19205,2020-08-17,0.0115,5,102,city,BA,0,0
Marco,2307809.0,2020-08-18,34,27361.0,False,True,433,1582.5445,2020-08-17,0.03,13,116,city,CE,0,0
Barra de São Francisco,3200904.0,2020-08-18,34,44650.0,False,True,433,969.76484,2020-08-16,0.0416,18,113,city,ES,0,0
Visconde do Rio Branco,3172004.0,2020-08-18,34,42564.0,False,True,433,1017.29161,2020-08-17,0.0231,10,97,city,MG,0,0
Fortaleza dos Nogueiras,2104107.0,2020-08-18,34,12631.0,False,True,432,3420.1567600000003,2020-08-17,0.0,0,107,city,MA,0,0
Taperoá,2931202.0,2020-08-18,34,21074.0,False,True,430,2040.4289600000002,2020-08-17,0.0163,7,126,city,BA,0,0
Pancas,3204005.0,2020-08-18,34,23184.0,False,True,428,1846.10076,2020-08-16,0.013999999999999999,6,113,city,ES,0,0
Campo Belo,3111200.0,2020-08-18,34,54029.0,False,True,428,792.16717,2020-08-17,0.021,9,145,city,MG,0,0
Iporá,5210208.0,2020-08-18,34,31531.0,False,True,427,1354.2228300000002,2020-08-17,0.0328,14,104,city,GO,0,0
Batalha,2700706.0,2020-08-18,34,18232.0,False,True,427,2342.03598,2020-08-17,0.0141,6,112,city,AL,0,0
Joaquim Pires,2205409.0,2020-08-18,34,14354.0,False,True,427,2974.78055,2020-08-17,0.0164,7,91,city,PI,0,0
Uruguaiana,4322400.0,2020-08-18,34,126970.0,True,False,426,335.51232999999996,2020-08-18,0.0094,4,139,city,RS,21,1
Herval d'Oeste,4206702.0,2020-08-18,34,22606.0,False,True,426,1884.45545,2020-08-17,0.0235,10,123,city,SC,0,0
Gurinhém,2506400.0,2020-08-18,34,14129.0,False,True,425,3007.99774,2020-08-17,0.0141,6,116,city,PB,0,0
