city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
Natércia,3144409.0,2020-08-18,34,4730.0,False,True,39,824.52431,2020-08-17,0.0,0,60,city,MG,0,0
Turmalina,3169703.0,2020-08-18,34,19964.0,False,True,39,195.35163,2020-08-17,0.0,0,73,city,MG,0,0
Água Fria de Goiás,5200175.0,2020-08-18,34,5735.0,False,True,39,680.0348700000001,2020-08-17,0.0,0,76,city,GO,0,0
São Félix de Minas,3161056.0,2020-08-18,34,3369.0,False,True,39,1157.61354,2020-08-17,0.0,0,55,city,MG,0,0
Rio Pomba,3155801.0,2020-08-18,34,17910.0,False,True,39,217.75544,2020-08-17,0.0256,1,99,city,MG,0,0
Capela de Santana,4304689.0,2020-08-18,34,11940.0,True,False,39,326.63317,2020-08-18,0.0256,1,82,city,RS,0,1
São Domingos,2928950.0,2020-08-18,34,9058.0,False,True,39,430.55862,2020-08-17,0.0,0,147,city,BA,0,0
Marcos Parente,2206001.0,2020-08-18,34,4549.0,False,True,39,857.3312800000001,2020-08-17,0.0256,1,107,city,PI,0,0
São João da Varjota,2209955.0,2020-08-18,34,4840.0,False,True,39,805.78512,2020-08-17,0.0513,2,53,city,PI,0,0
Bom Princípio do Piauí,2201919.0,2020-08-18,34,5630.0,False,True,39,692.71758,2020-08-17,0.0769,3,124,city,PI,0,0
Dueré,1707306.0,2020-08-18,34,4686.0,False,True,39,832.2663299999999,2020-08-17,0.0256,1,102,city,TO,0,0
Califórnia,4103503.0,2020-08-18,34,8570.0,False,True,39,455.07585,2020-08-17,0.0513,2,74,city,PR,0,0
Santa Clara do Sul,4316758.0,2020-08-18,34,6603.0,True,False,39,590.64062,2020-08-18,0.0,0,118,city,RS,0,0
Nova Laranjeiras,4117057.0,2020-08-18,34,11554.0,False,True,39,337.54544,2020-08-17,0.0256,1,47,city,PR,0,0
Condor,4305702.0,2020-08-18,34,6753.0,True,False,39,577.5211,2020-08-18,0.0256,1,100,city,RS,0,0
Vertente do Lério,2616183.0,2020-08-18,34,7618.0,False,True,39,511.94539000000003,2020-08-17,0.0513,2,99,city,PE,0,0
São Valentim,4319703.0,2020-08-18,34,3299.0,True,False,39,1182.17642,2020-08-18,0.0256,1,90,city,RS,3,0
Bacurituba,2101350.0,2020-08-18,34,5644.0,False,True,39,690.9992900000001,2020-08-17,0.0,0,97,city,MA,0,0
Chopinzinho,4105409.0,2020-08-18,34,19254.0,False,True,39,202.55531000000002,2020-08-17,0.0513,2,137,city,PR,0,0
Portelândia,5218102.0,2020-08-18,34,4011.0,False,True,39,972.3261,2020-08-17,0.0256,1,92,city,GO,0,0
Saldanha Marinho,4316436.0,2020-08-18,34,2650.0,True,False,39,1471.69811,2020-08-18,0.1026,4,112,city,RS,0,0
Jauru,5105002.0,2020-08-18,34,8793.0,False,True,38,432.16195,2020-08-10,0.0789,3,92,city,MT,0,0
Itiúba,2917003.0,2020-08-18,34,36089.0,False,True,38,105.29523999999999,2020-08-17,0.0263,1,93,city,BA,0,0
Paraguaçu,3147204.0,2020-08-18,34,21513.0,False,True,38,176.63738,2020-08-17,0.0263,1,98,city,MG,0,0
Nossa Senhora de Nazaré,2206753.0,2020-08-18,34,4870.0,False,True,38,780.28747,2020-08-17,0.0789,3,67,city,PI,0,0
Coronel Vivida,4106506.0,2020-08-18,34,20734.0,False,True,38,183.27385,2020-08-17,0.0263,1,99,city,PR,0,0
Areias,3503505.0,2020-08-18,34,3886.0,False,True,38,977.8692699999999,2020-08-17,0.0,0,56,city,SP,0,0
Palmeirópolis,1715754.0,2020-08-18,34,7659.0,False,True,38,496.14832,2020-08-17,0.0,0,90,city,TO,0,0
Tabaí,4320859.0,2020-08-18,34,4719.0,True,False,38,805.25535,2020-08-18,0.0,0,135,city,RS,0,0
Recreio,3154101.0,2020-08-18,34,10517.0,False,True,38,361.31977,2020-08-17,0.0526,2,102,city,MG,0,0
Boa Vista do Sul,4302253.0,2020-08-18,34,2783.0,True,False,38,1365.43299,2020-08-18,0.0263,1,111,city,RS,5,0
Quintana,3542008.0,2020-08-18,34,6638.0,False,True,38,572.46158,2020-08-17,0.0,0,121,city,SP,0,0
Ventania,4128534.0,2020-08-18,34,11892.0,False,True,38,319.54255,2020-08-17,0.0263,1,42,city,PR,0,0
Nova Rosalândia,1715002.0,2020-08-18,34,4260.0,False,True,38,892.0187800000001,2020-08-17,0.0263,1,105,city,TO,0,0
Heliópolis,2911857.0,2020-08-18,34,13031.0,False,True,38,291.61231000000004,2020-08-17,0.0,0,53,city,BA,0,0
União Paulista,3555703.0,2020-08-18,34,1844.0,False,True,38,2060.73753,2020-08-17,0.0263,1,104,city,SP,0,0
Presidente Juscelino,3153202.0,2020-08-18,34,3641.0,False,True,38,1043.66932,2020-08-17,0.0263,1,116,city,MG,0,0
Encanto,2403301.0,2020-08-18,34,5638.0,False,True,38,673.99787,2020-08-10,0.1053,4,130,city,RN,0,0
Cerro Corá,2402709.0,2020-08-18,34,11179.0,False,True,38,339.92307,2020-08-10,0.0263,1,129,city,RN,0,0
Laguna Carapã,5005251.0,2020-08-18,34,7341.0,False,True,38,517.64065,2020-08-14,0.0263,1,78,city,MS,0,0
Firmino Alves,2910909.0,2020-08-18,34,5617.0,False,True,38,676.51771,2020-08-17,0.0263,1,77,city,BA,0,0
Arraias,1702406.0,2020-08-18,34,10567.0,False,True,38,359.61011,2020-08-17,0.0,0,88,city,TO,0,0
Serranópolis,5220504.0,2020-08-18,34,8544.0,False,True,38,444.75655,2020-08-17,0.0,0,86,city,GO,0,0
Narandiba,3532207.0,2020-08-18,34,4857.0,False,True,37,761.78711,2020-08-17,0.027000000000000003,1,56,city,SP,0,0
Entre Rios do Sul,4306957.0,2020-08-18,34,2792.0,True,False,37,1325.2149,2020-08-18,0.0,0,80,city,RS,3,0
Alfredo Marcondes,3500808.0,2020-08-18,34,4166.0,False,True,37,888.1421,2020-08-17,0.0541,2,92,city,SP,0,0
Doutor Ulysses,4128633.0,2020-08-18,34,5580.0,False,True,37,663.08244,2020-08-17,0.0,0,42,city,PR,0,0
Faxinalzinho,4308052.0,2020-08-18,34,2315.0,True,False,37,1598.27214,2020-08-18,0.0,0,83,city,RS,2,0
São José do Divino,3163300.0,2020-08-18,34,3860.0,False,True,37,958.5492199999999,2020-08-17,0.0,0,80,city,MG,0,0
Damolândia,5206800.0,2020-08-18,34,2938.0,False,True,37,1259.3601099999998,2020-08-17,0.0541,2,76,city,GO,0,0
Januário Cicco,2405306.0,2020-08-18,34,10181.0,False,True,37,363.42206,2020-08-10,0.0,0,129,city,RN,0,0
Dom Cavati,3122504.0,2020-08-18,34,5072.0,False,True,37,729.49527,2020-08-17,0.1351,5,84,city,MG,0,0
São Francisco,3549003.0,2020-08-18,34,2821.0,False,True,37,1311.5916300000001,2020-08-17,0.027000000000000003,1,76,city,SP,0,0
Inimutaba,3131109.0,2020-08-18,34,7515.0,False,True,37,492.34864000000005,2020-08-17,0.027000000000000003,1,69,city,MG,0,0
Pedregulho,3537008.0,2020-08-18,34,16744.0,False,True,37,220.97467999999998,2020-08-17,0.027000000000000003,1,57,city,SP,0,0
Taguatinga,1720903.0,2020-08-18,34,16683.0,False,True,37,221.78265,2020-08-17,0.0541,2,88,city,TO,0,0
Entre Folhas,3123858.0,2020-08-18,34,5370.0,False,True,37,689.01304,2020-08-17,0.0541,2,78,city,MG,0,0
São Miguel do Araguaia,5220207.0,2020-08-18,34,21993.0,False,True,37,168.23535,2020-08-17,0.0,0,82,city,GO,0,0
Doresópolis,3123403.0,2020-08-18,34,1527.0,False,True,37,2423.05174,2020-08-17,0.0,0,69,city,MG,0,0
Bicas,3106903.0,2020-08-18,34,14494.0,False,True,37,255.27805,2020-08-17,0.0,0,116,city,MG,0,0
Rio do Campo,4214508.0,2020-08-18,34,5940.0,False,True,37,622.89562,2020-08-17,0.0,0,62,city,SC,0,0
Conselheiro Mairinck,4106100.0,2020-08-18,34,3860.0,False,True,37,958.5492199999999,2020-08-17,0.0,0,81,city,PR,0,0
Pongaí,3540101.0,2020-08-18,34,3416.0,False,True,37,1083.13817,2020-08-17,0.027000000000000003,1,43,city,SP,0,0
Desterro de Entre Rios,3121407.0,2020-08-18,34,7243.0,False,True,37,510.83805,2020-08-17,0.0,0,60,city,MG,0,0
Ubaíra,2932101.0,2020-08-18,34,19895.0,False,True,37,185.97638,2020-08-17,0.0811,3,90,city,BA,0,0
Sucupira,1720853.0,2020-08-18,34,1966.0,False,True,37,1881.9939,2020-08-17,0.0,0,88,city,TO,0,0
Liberato Salzano,4311601.0,2020-08-18,34,5219.0,True,False,37,708.94807,2020-08-18,0.027000000000000003,1,74,city,RS,0,0
São José das Palmeiras,4125456.0,2020-08-18,34,3654.0,False,True,37,1012.5889400000001,2020-08-17,0.027000000000000003,1,67,city,PR,0,0
Alvinópolis,3102308.0,2020-08-18,34,15203.0,False,True,37,243.37302000000003,2020-08-17,0.0,0,75,city,MG,0,0
Ermo,4205191.0,2020-08-18,34,2063.0,False,True,37,1793.5046,2020-08-17,0.027000000000000003,1,74,city,SC,0,0
Taiúva,3553203.0,2020-08-18,34,5566.0,False,True,37,664.75027,2020-08-17,0.0541,2,91,city,SP,0,0
Rifaina,3543600.0,2020-08-18,34,3629.0,False,True,37,1019.5646199999999,2020-08-17,0.0541,2,61,city,SP,0,0
Nazarezinho,2510006.0,2020-08-18,34,7301.0,False,True,37,506.77989,2020-08-17,0.027000000000000003,1,78,city,PB,0,0
Anta Gorda,4300703.0,2020-08-18,34,5981.0,True,False,37,618.62565,2020-08-18,0.0,0,148,city,RS,1,0
Itaara,4310538.0,2020-08-18,34,5499.0,True,False,37,672.84961,2020-08-18,0.027000000000000003,1,64,city,RS,0,0
Iraí,4310504.0,2020-08-18,34,7241.0,True,False,37,510.97915,2020-08-18,0.027000000000000003,1,64,city,RS,0,0
Mirim Doce,4210852.0,2020-08-18,34,2309.0,False,True,37,1602.4252900000001,2020-08-17,0.0,0,74,city,SC,0,0
Salto Grande,3545407.0,2020-08-18,34,9331.0,False,True,36,385.81074,2020-08-17,0.0278,1,111,city,SP,0,0
Formoso,3126208.0,2020-08-18,34,9562.0,False,True,36,376.49027,2020-08-17,0.0278,1,72,city,MG,0,0
Serrinha,2413508.0,2020-08-18,34,6229.0,False,True,36,577.94188,2020-08-10,0.0,0,89,city,RN,0,0
Carneirinho,3114550.0,2020-08-18,34,10027.0,False,True,36,359.03062,2020-08-17,0.0,0,57,city,MG,0,0
Goianorte,1708304.0,2020-08-18,34,5123.0,False,True,36,702.71325,2020-08-17,0.0278,1,88,city,TO,0,0
Tupandi,4322251.0,2020-08-18,34,4855.0,True,False,36,741.5036,2020-08-18,0.0,0,134,city,RS,2,0
Avaí,3504305.0,2020-08-18,34,5403.0,False,True,36,666.2965,2020-08-17,0.0278,1,123,city,SP,0,0
Cardeal da Silva,2907004.0,2020-08-18,34,9295.0,False,True,36,387.305,2020-08-17,0.0278,1,93,city,BA,0,0
Natividade,1714203.0,2020-08-18,34,9244.0,False,True,36,389.4418,2020-08-17,0.0,0,88,city,TO,0,0
Ibiraci,3129707.0,2020-08-18,34,13828.0,False,True,36,260.34134,2020-08-17,0.0833,3,63,city,MG,0,0
Jaguari,4311106.0,2020-08-18,34,10848.0,True,False,36,331.85841,2020-08-18,0.1111,4,112,city,RS,0,0
Santa Fé de Goiás,5219258.0,2020-08-18,34,5459.0,False,True,36,659.46144,2020-08-17,0.0,0,111,city,GO,0,0
Central de Minas,3115706.0,2020-08-18,34,7032.0,False,True,36,511.94539000000003,2020-08-17,0.0556,2,60,city,MG,0,0
Itapecerica,3133501.0,2020-08-18,34,21762.0,False,True,36,165.42597,2020-08-17,0.0278,1,131,city,MG,0,0
Nova Brasilândia,5106208.0,2020-08-18,34,3829.0,False,True,36,940.19326,2020-08-10,0.0278,1,65,city,MT,0,0
Emilianópolis,3515129.0,2020-08-18,34,3214.0,False,True,36,1120.0995599999999,2020-08-17,0.0556,2,99,city,SP,0,0
Embaúba,3514957.0,2020-08-18,34,2452.0,False,True,36,1468.1892300000002,2020-08-17,0.0278,1,78,city,SP,0,0
Marilena,4115002.0,2020-08-18,34,7076.0,False,True,36,508.76201,2020-08-17,0.0833,3,113,city,PR,0,0
Lagoa de Pedras,2406304.0,2020-08-18,34,7544.0,False,True,36,477.20042,2020-08-10,0.1111,4,129,city,RN,0,0
Dobrada,3514007.0,2020-08-18,34,8929.0,False,True,36,403.18065,2020-08-17,0.0,0,117,city,SP,0,0
São Jorge do Patrocínio,4125357.0,2020-08-18,34,5641.0,False,True,36,638.18472,2020-08-17,0.0,0,49,city,PR,0,0
Itarumã,5211305.0,2020-08-18,34,7178.0,False,True,36,501.53245999999996,2020-08-17,0.0,0,55,city,GO,0,0
Magda,3528304.0,2020-08-18,34,3119.0,False,True,36,1154.2160900000001,2020-08-17,0.0556,2,96,city,SP,0,0
Alto Paraná,4100608.0,2020-08-18,34,14770.0,False,True,36,243.73731,2020-08-17,0.0,0,123,city,PR,0,0
São José do Seridó,2412401.0,2020-08-18,34,4634.0,False,True,36,776.8666400000001,2020-08-10,0.0,0,80,city,RN,0,0
São José das Missões,4318457.0,2020-08-18,34,2537.0,True,False,36,1418.99882,2020-08-18,0.0,0,111,city,RS,0,0
Anitápolis,4201109.0,2020-08-18,34,3232.0,False,True,36,1113.86139,2020-08-17,0.0,0,55,city,SC,0,0
São José do Herval,4318465.0,2020-08-18,34,1971.0,True,False,36,1826.4840199999999,2020-08-18,0.0,0,96,city,RS,0,0
Paranã,1716208.0,2020-08-18,34,10449.0,False,True,36,344.53058,2020-08-17,0.0556,2,88,city,TO,0,0
São Bernardino,4215752.0,2020-08-18,34,2336.0,False,True,36,1541.09589,2020-08-17,0.0,0,112,city,SC,0,0
Suzanápolis,3552551.0,2020-08-18,34,3963.0,False,True,36,908.40273,2020-08-17,0.0,0,56,city,SP,0,0
Monções,3531001.0,2020-08-18,34,2259.0,False,True,36,1593.6255,2020-08-17,0.0556,2,94,city,SP,0,0
Tuparetama,2615904.0,2020-08-18,34,8202.0,False,True,36,438.91734,2020-08-17,0.1111,4,121,city,PE,0,0
Flores de Goiás,5207907.0,2020-08-18,34,16557.0,False,True,36,217.43069,2020-08-17,0.0278,1,78,city,GO,0,0
Marcionílio Souza,2920809.0,2020-08-18,34,10406.0,False,True,35,336.34442,2020-08-17,0.0286,1,86,city,BA,0,0
Alto Alegre,3501103.0,2020-08-18,34,4099.0,False,True,35,853.8668,2020-08-17,0.0286,1,102,city,SP,0,0
Iaras,3519253.0,2020-08-18,34,9240.0,False,True,35,378.78788,2020-08-17,0.0286,1,62,city,SP,0,0
Guaimbê,3517307.0,2020-08-18,34,5765.0,False,True,35,607.1118799999999,2020-08-17,0.0571,2,97,city,SP,0,0
Itanhomi,3133204.0,2020-08-18,34,12228.0,False,True,35,286.22832999999997,2020-08-17,0.0571,2,69,city,MG,0,0
Luís Gomes,2407005.0,2020-08-18,34,10116.0,False,True,35,345.98656,2020-08-10,0.0286,1,142,city,RN,0,0
Sapopema,4126207.0,2020-08-18,34,6736.0,False,True,35,519.5962,2020-08-17,0.0857,3,90,city,PR,0,0
Dores de Guanhães,3123106.0,2020-08-18,34,5169.0,False,True,35,677.11356,2020-08-17,0.0,0,69,city,MG,0,0
São João da Canabrava,2209856.0,2020-08-18,34,4608.0,False,True,35,759.5486099999999,2020-08-17,0.0286,1,96,city,PI,0,0
Mato Castelhano,4312138.0,2020-08-18,34,2540.0,True,False,35,1377.95276,2020-08-18,0.0286,1,111,city,RS,1,0
Mariluz,4115101.0,2020-08-18,34,10345.0,False,True,35,338.32769,2020-08-17,0.0571,2,81,city,PR,0,0
Floresta do Piauí,2203859.0,2020-08-18,34,2558.0,False,True,35,1368.25645,2020-08-17,0.0571,2,70,city,PI,0,0
Colônia do Gurguéia,2202752.0,2020-08-18,34,6484.0,False,True,35,539.79025,2020-08-17,0.0571,2,121,city,PI,0,0
Ipê,4310439.0,2020-08-18,34,6640.0,True,False,35,527.10843,2020-08-18,0.0286,1,61,city,RS,6,0
Guarani de Goiás,5209408.0,2020-08-18,34,3893.0,False,True,35,899.0495800000001,2020-08-17,0.0,0,63,city,GO,0,0
Dionísio,3121803.0,2020-08-18,34,7729.0,False,True,35,452.83995,2020-08-17,0.0,0,103,city,MG,0,0
Vargem,4219150.0,2020-08-18,34,2477.0,False,True,35,1412.9996,2020-08-17,0.0286,1,97,city,SC,0,0
Comercinho,3117009.0,2020-08-18,34,6929.0,False,True,35,505.12339000000003,2020-08-17,0.0,0,106,city,MG,0,0
Aurilândia,5202601.0,2020-08-18,34,3120.0,False,True,35,1121.79487,2020-08-17,0.0,0,89,city,GO,0,0
Condeúba,2908705.0,2020-08-18,34,17247.0,False,True,35,202.93384,2020-08-17,0.0286,1,92,city,BA,0,0
Arvoredo,4201653.0,2020-08-18,34,2240.0,False,True,35,1562.5,2020-08-17,0.0286,1,107,city,SC,0,0
Itanhangá,5104542.0,2020-08-18,34,6737.0,False,True,35,519.51907,2020-08-10,0.0,0,82,city,MT,0,0
Pérola d'Oeste,4119004.0,2020-08-18,34,6347.0,False,True,35,551.44163,2020-08-17,0.0571,2,62,city,PR,0,0
Belém do Brejo do Cruz,2502003.0,2020-08-18,34,7342.0,False,True,35,476.70934000000005,2020-08-17,0.0286,1,93,city,PB,0,0
Paranacity,4118105.0,2020-08-18,34,11472.0,False,True,35,305.09066,2020-08-17,0.0,0,122,city,PR,0,0
Joanésia,3136108.0,2020-08-18,34,4573.0,False,True,35,765.36191,2020-08-17,0.0286,1,76,city,MG,0,0
Paratinga,2923704.0,2020-08-18,34,32000.0,False,True,35,109.375,2020-08-17,0.0286,1,92,city,BA,0,0
Jati,2307205.0,2020-08-18,34,8111.0,False,True,35,431.51275999999996,2020-08-17,0.0286,1,93,city,CE,0,0
Pedro Alexandre,2924207.0,2020-08-18,34,16667.0,False,True,35,209.9958,2020-08-17,0.0,0,82,city,BA,0,0
Nova América da Colina,4116604.0,2020-08-18,34,3445.0,False,True,35,1015.96517,2020-08-17,0.0,0,78,city,PR,0,0
Itaguajé,4110904.0,2020-08-18,34,4466.0,False,True,35,783.6990599999999,2020-08-17,0.0286,1,73,city,PR,0,0
Bueno Brandão,3109105.0,2020-08-18,34,11001.0,False,True,35,318.1529,2020-08-17,0.0857,3,110,city,MG,0,0
Aliança do Tocantins,1700350.0,2020-08-18,34,5390.0,False,True,35,649.35065,2020-08-17,0.0,0,105,city,TO,0,0
Angico,1701051.0,2020-08-18,34,3433.0,False,True,35,1019.5164599999999,2020-08-17,0.0,0,93,city,TO,0,0
Patu,2409308.0,2020-08-18,34,12755.0,False,True,34,266.56212999999997,2020-08-10,0.0294,1,92,city,RN,0,0
Bonito,2904050.0,2020-08-18,34,16764.0,False,True,34,202.81556,2020-08-17,0.0588,2,76,city,BA,0,0
Jumirim,3525854.0,2020-08-18,34,3367.0,False,True,34,1009.80101,2020-08-17,0.0,0,61,city,SP,0,0
Brasília de Minas,3108602.0,2020-08-18,34,32347.0,False,True,34,105.11021000000001,2020-08-17,0.0588,2,118,city,MG,0,0
Senador Georgino Avelino,2413201.0,2020-08-18,34,4440.0,False,True,34,765.76577,2020-08-10,0.0588,2,103,city,RN,0,0
Orocó,2609808.0,2020-08-18,34,14991.0,False,True,34,226.80275,2020-08-17,0.0588,2,119,city,PE,0,0
Confins,3117876.0,2020-08-18,34,6730.0,False,True,34,505.20059000000003,2020-08-17,0.0,0,74,city,MG,0,0
Santo Cristo,4317905.0,2020-08-18,34,14257.0,True,False,34,238.47933999999998,2020-08-18,0.0,0,128,city,RS,5,0
São Geraldo da Piedade,3161601.0,2020-08-18,34,3962.0,False,True,34,858.15245,2020-08-17,0.0588,2,119,city,MG,0,0
Santópolis do Aguapeí,3548401.0,2020-08-18,34,4777.0,False,True,34,711.74377,2020-08-17,0.0294,1,91,city,SP,0,0
Campinas do Sul,4303806.0,2020-08-18,34,5454.0,True,False,34,623.39567,2020-08-18,0.0294,1,119,city,RS,0,0
Paranatama,2610301.0,2020-08-18,34,11523.0,False,True,34,295.06205,2020-08-17,0.1471,5,98,city,PE,0,0
Três Forquilhas,4321832.0,2020-08-18,34,2697.0,True,False,34,1260.65999,2020-08-18,0.0294,1,106,city,RS,5,0
Nova Santa Rosa,4117222.0,2020-08-18,34,8219.0,False,True,34,413.67562999999996,2020-08-17,0.0,0,46,city,PR,0,0
Rio de Contas,2926707.0,2020-08-18,34,12989.0,False,True,34,261.75995,2020-08-17,0.0,0,46,city,BA,0,0
Gramado dos Loureiros,4309126.0,2020-08-18,34,2082.0,True,False,34,1633.04515,2020-08-18,0.0,0,98,city,RS,0,0
Planalto Alegre,4213153.0,2020-08-18,34,2870.0,False,True,34,1184.6689900000001,2020-08-17,0.0,0,108,city,SC,0,0
Lavras do Sul,4311502.0,2020-08-18,34,7480.0,True,False,34,454.54545,2020-08-18,0.0294,1,96,city,RS,0,0
Chã Preta,2701902.0,2020-08-18,34,7311.0,False,True,34,465.05265999999995,2020-08-17,0.0,0,84,city,AL,0,0
Bituruna,4102901.0,2020-08-18,34,16389.0,False,True,34,207.45622,2020-08-17,0.0,0,79,city,PR,0,0
Bom Jardim da Serra,4202503.0,2020-08-18,34,4743.0,False,True,34,716.84588,2020-08-17,0.0,0,77,city,SC,0,0
Tomazina,4127809.0,2020-08-18,34,7918.0,False,True,34,429.40135999999995,2020-08-17,0.0,0,84,city,PR,0,0
Colinas,4305587.0,2020-08-18,34,2438.0,True,False,34,1394.58573,2020-08-18,0.0,0,114,city,RS,0,0
Quaraí,4315305.0,2020-08-18,34,22687.0,True,False,34,149.86556000000002,2020-08-18,0.0882,3,117,city,RS,0,0
Cotiporã,4305959.0,2020-08-18,34,3853.0,True,False,34,882.4292800000001,2020-08-18,0.0,0,64,city,RS,0,0
Santa Cecília do Pavão,4123204.0,2020-08-18,34,3334.0,False,True,34,1019.7960400000001,2020-08-17,0.0588,2,86,city,PR,0,0
Tapera,4321006.0,2020-08-18,34,10584.0,True,False,34,321.23961,2020-08-18,0.0294,1,75,city,RS,1,0
Pinheiro Machado,4314506.0,2020-08-18,34,12271.0,True,False,34,277.07603,2020-08-18,0.0588,2,78,city,RS,1,0
Morrinhos do Sul,4312443.0,2020-08-18,34,2949.0,True,False,34,1152.9332,2020-08-18,0.0,0,91,city,RS,0,0
Martinho Campos,3140506.0,2020-08-18,34,13388.0,False,True,34,253.95877000000002,2020-08-17,0.0882,3,116,city,MG,0,0
Ouro Verde,4211850.0,2020-08-18,34,2217.0,False,True,34,1533.60397,2020-08-17,0.0588,2,63,city,SC,0,0
Abaeté,3100203.0,2020-08-18,34,23237.0,False,True,34,146.31837,2020-08-17,0.0588,2,129,city,MG,0,0
Coronel Ezequiel,2402808.0,2020-08-18,34,5506.0,False,True,33,599.34617,2020-08-10,0.0,0,73,city,RN,0,0
Coxixola,2504850.0,2020-08-18,34,1921.0,False,True,33,1717.85528,2020-08-17,0.0,0,117,city,PB,0,0
Santa Rosa do Piauí,2209377.0,2020-08-18,34,5257.0,False,True,33,627.73445,2020-08-17,0.0303,1,61,city,PI,0,0
São José da Bela Vista,3549508.0,2020-08-18,34,8928.0,False,True,33,369.62366000000003,2020-08-17,0.1212,4,84,city,SP,0,0
Santo Inácio do Piauí,2209500.0,2020-08-18,34,3798.0,False,True,33,868.8783599999999,2020-08-17,0.0303,1,66,city,PI,0,0
Tarrafas,2313252.0,2020-08-18,34,8592.0,False,True,33,384.07821,2020-08-17,0.0606,2,92,city,CE,0,0
Pareci Novo,4314035.0,2020-08-18,34,3837.0,True,False,33,860.0469099999999,2020-08-18,0.0,0,134,city,RS,1,0
Jatobá do Piauí,2205276.0,2020-08-18,34,4865.0,False,True,33,678.3144900000001,2020-08-17,0.0303,1,73,city,PI,0,0
Monte Alegre do Sul,3531209.0,2020-08-18,34,8038.0,False,True,33,410.54989,2020-08-17,0.0,0,75,city,SP,0,0
Água Doce,4200408.0,2020-08-18,34,7145.0,False,True,33,461.86144,2020-08-17,0.0,0,108,city,SC,0,0
Córrego do Ouro,5205703.0,2020-08-18,34,2327.0,False,True,33,1418.1349400000001,2020-08-17,0.0,0,104,city,GO,0,0
São Francisco,2513984.0,2020-08-18,34,3392.0,False,True,33,972.87736,2020-08-17,0.0303,1,88,city,PB,0,0
Palma,3146701.0,2020-08-18,34,6616.0,False,True,33,498.79080999999996,2020-08-17,0.0303,1,62,city,MG,0,0
Águas de São Pedro,3500600.0,2020-08-18,34,3451.0,False,True,33,956.24457,2020-08-17,0.0,0,131,city,SP,0,0
Piracema,3150604.0,2020-08-18,34,6409.0,False,True,33,514.90092,2020-08-17,0.0303,1,98,city,MG,0,0
Maetinga,2919959.0,2020-08-18,34,3161.0,False,True,33,1043.97343,2020-08-17,0.0303,1,78,city,BA,0,0
São Domingos do Prata,3161007.0,2020-08-18,34,17359.0,False,True,33,190.10312,2020-08-17,0.0,0,96,city,MG,0,0
São Gonçalo do Pará,3161809.0,2020-08-18,34,12411.0,False,True,33,265.89316,2020-08-17,0.0303,1,73,city,MG,0,0
Nova Guarita,5108808.0,2020-08-18,34,4519.0,False,True,33,730.25006,2020-08-10,0.0303,1,84,city,MT,0,0
Tamarana,4126678.0,2020-08-18,34,14797.0,False,True,33,223.01817999999997,2020-08-17,0.0303,1,91,city,PR,0,0
Rubiácea,3544400.0,2020-08-18,34,3128.0,False,True,33,1054.98721,2020-08-17,0.0,0,98,city,SP,0,0
Tenente Laurentino Cruz,2414159.0,2020-08-18,34,5952.0,False,True,33,554.43548,2020-08-10,0.0,0,98,city,RN,0,0
Santa Lúcia,3546900.0,2020-08-18,34,8817.0,False,True,33,374.27696000000003,2020-08-17,0.0606,2,130,city,SP,0,0
São João do Sabugi,2412104.0,2020-08-18,34,6193.0,False,True,33,532.85968,2020-08-10,0.0606,2,89,city,RN,0,0
Cruzmaltina,4106852.0,2020-08-18,34,2950.0,False,True,33,1118.6440699999998,2020-08-17,0.0303,1,75,city,PR,0,0
Santa Cruz do Xingu,5107743.0,2020-08-18,34,2564.0,False,True,33,1287.05148,2020-08-10,0.0,0,77,city,MT,0,0
Contendas do Sincorá,2908804.0,2020-08-18,34,4066.0,False,True,33,811.6084599999999,2020-08-17,0.0,0,38,city,BA,0,0
Irajuba,2914208.0,2020-08-18,34,7260.0,False,True,33,454.54545,2020-08-17,0.0,0,45,city,BA,0,0
Pedra Lavrada,2511103.0,2020-08-18,34,7843.0,False,True,33,420.75735999999995,2020-08-17,0.0,0,78,city,PB,0,0
Marques de Souza,4312054.0,2020-08-18,34,4009.0,True,False,32,798.2040400000001,2020-08-18,0.0312,1,102,city,RS,1,0
Macaúbas,2919801.0,2020-08-18,34,49826.0,False,True,32,64.2235,2020-08-17,0.0312,1,80,city,BA,0,0
Prudente de Morais,3153608.0,2020-08-18,34,10733.0,False,True,32,298.14591,2020-08-17,0.0,0,53,city,MG,0,0
Datas,3121001.0,2020-08-18,34,5410.0,False,True,32,591.49723,2020-08-17,0.0312,1,54,city,MG,0,0
Mesquita,3141702.0,2020-08-18,34,5605.0,False,True,32,570.91882,2020-08-17,0.0312,1,84,city,MG,0,0
Estrela do Sul,3124807.0,2020-08-18,34,7978.0,False,True,32,401.10303,2020-08-17,0.0,0,98,city,MG,0,0
Figueira,4107751.0,2020-08-18,34,7770.0,False,True,32,411.84041,2020-08-17,0.0312,1,99,city,PR,0,0
Nova Maringá,5108907.0,2020-08-18,34,8641.0,False,True,32,370.32751,2020-08-10,0.0,0,81,city,MT,0,0
