Açude,Data do registro,Volume (%),Volume (m³),Afluência/Defluência (m²),data
Epitácio Pessoa,07/02/2010,89.29,"367.594.451,59","-353.506,29",2010-02-07
Epitácio Pessoa,08/02/2010,89.12,"366.887.439,01","-707.012,58",2010-02-08
Epitácio Pessoa,09/02/2010,89.03,"366.533.932,72","-353.506,29",2010-02-09
Epitácio Pessoa,10/02/2010,89.12,"366.887.439,01","353.506,29",2010-02-10
Epitácio Pessoa,11/02/2010,89.38,"367.947.957,88","1.060.518,87",2010-02-11
Epitácio Pessoa,12/02/2010,89.38,"367.947.957,88",0,2010-02-12
Epitácio Pessoa,13/02/2010,89.38,"367.947.957,88",0,2010-02-13
Epitácio Pessoa,14/02/2010,89.38,"367.947.957,88",0,2010-02-14
Epitácio Pessoa,15/02/2010,89.29,"367.594.451,59","-353.506,29",2010-02-15
Epitácio Pessoa,16/02/2010,89.2,"367.240.945,30","-353.506,29",2010-02-16
Epitácio Pessoa,17/02/2010,89.12,"366.887.439,01","-353.506,29",2010-02-17
Epitácio Pessoa,18/02/2010,89.03,"366.533.932,72","-353.506,29",2010-02-18
Epitácio Pessoa,19/02/2010,88.95,"366.180.426,43","-353.506,29",2010-02-19
Epitácio Pessoa,20/02/2010,88.86,"365.826.920,14","-353.506,29",2010-02-20
Epitácio Pessoa,21/02/2010,88.77,"365.473.413,85","-353.506,29",2010-02-21
Epitácio Pessoa,22/02/2010,88.69,"365.119.907,56","-353.506,29",2010-02-22
Epitácio Pessoa,23/02/2010,88.6,"364.766.401,27","-353.506,29",2010-02-23
Epitácio Pessoa,24/02/2010,88.52,"364.412.894,98","-353.506,29",2010-02-24
Epitácio Pessoa,25/02/2010,88.43,"364.059.388,69","-353.506,29",2010-02-25
Epitácio Pessoa,26/02/2010,88.35,"363.705.882,40","-353.506,29",2010-02-26
Epitácio Pessoa,27/02/2010,88.35,"363.705.882,40",0,2010-02-27
Epitácio Pessoa,28/02/2010,88.26,"363.352.376,11","-353.506,29",2010-02-28
Epitácio Pessoa,01/03/2010,88.17,"362.998.869,82","-353.506,29",2010-03-01
Epitácio Pessoa,02/03/2010,88.09,"362.645.363,53","-353.506,29",2010-03-02
Epitácio Pessoa,03/03/2010,88.0,"362.291.857,24","-353.506,29",2010-03-03
Epitácio Pessoa,04/03/2010,87.92,"361.938.350,95","-353.506,29",2010-03-04
Epitácio Pessoa,05/03/2010,87.74,"361.231.338,37","-707.012,58",2010-03-05
Epitácio Pessoa,06/03/2010,87.66,"360.877.832,08","-353.506,29",2010-03-06
Epitácio Pessoa,07/03/2010,87.57,"360.524.325,79","-353.506,29",2010-03-07
Epitácio Pessoa,08/03/2010,87.49,"360.170.819,50","-353.506,29",2010-03-08
Epitácio Pessoa,09/03/2010,87.4,"359.817.313,21","-353.506,29",2010-03-09
Epitácio Pessoa,10/03/2010,87.31,"359.463.806,92","-353.506,29",2010-03-10
Epitácio Pessoa,11/03/2010,87.14,"358.756.794,34","-707.012,58",2010-03-11
Epitácio Pessoa,12/03/2010,87.06,"358.403.288,05","-353.506,29",2010-03-12
Epitácio Pessoa,13/03/2010,86.97,"358.049.781,76","-353.506,29",2010-03-13
Epitácio Pessoa,14/03/2010,86.8,"357.342.769,18","-707.012,58",2010-03-14
Epitácio Pessoa,15/03/2010,86.71,"356.989.262,89","-353.506,29",2010-03-15
Epitácio Pessoa,16/03/2010,86.63,"356.635.756,60","-353.506,29",2010-03-16
Epitácio Pessoa,17/03/2010,86.54,"356.282.250,31","-353.506,29",2010-03-17
Epitácio Pessoa,18/03/2010,86.46,"355.928.744,02","-353.506,29",2010-03-18
Epitácio Pessoa,19/03/2010,86.37,"355.575.237,73","-353.506,29",2010-03-19
Epitácio Pessoa,20/03/2010,86.37,"355.575.237,73",0,2010-03-20
Epitácio Pessoa,21/03/2010,86.89,"357.696.275,47","2.121.037,74",2010-03-21
Epitácio Pessoa,22/03/2010,87.06,"358.403.288,05","707.012,58",2010-03-22
Epitácio Pessoa,23/03/2010,87.49,"360.170.819,50","1.767.531,45",2010-03-23
Epitácio Pessoa,24/03/2010,87.57,"360.524.325,79","353.506,29",2010-03-24
Epitácio Pessoa,25/03/2010,87.57,"360.524.325,79",0,2010-03-25
Epitácio Pessoa,26/03/2010,87.74,"361.231.338,37","707.012,58",2010-03-26
Epitácio Pessoa,27/03/2010,87.74,"361.231.338,37",0,2010-03-27
Epitácio Pessoa,28/03/2010,87.66,"360.877.832,08","-353.506,29",2010-03-28
Epitácio Pessoa,29/03/2010,87.57,"360.524.325,79","-353.506,29",2010-03-29
Epitácio Pessoa,30/03/2010,87.49,"360.170.819,50","-353.506,29",2010-03-30
Epitácio Pessoa,31/03/2010,87.92,"361.938.350,95","1.767.531,45",2010-03-31
Epitácio Pessoa,01/04/2010,87.92,"361.938.350,95",0,2010-04-01
Epitácio Pessoa,02/04/2010,87.92,"361.938.350,95",0,2010-04-02
Epitácio Pessoa,03/04/2010,87.92,"361.938.350,95",0,2010-04-03
Epitácio Pessoa,04/04/2010,87.83,"361.584.844,66","-353.506,29",2010-04-04
Epitácio Pessoa,05/04/2010,87.74,"361.231.338,37","-353.506,29",2010-04-05
Epitácio Pessoa,06/04/2010,87.66,"360.877.832,08","-353.506,29",2010-04-06
Epitácio Pessoa,07/04/2010,87.66,"360.877.832,08",0,2010-04-07
Epitácio Pessoa,08/04/2010,87.57,"360.524.325,79","-353.506,29",2010-04-08
Epitácio Pessoa,09/04/2010,87.66,"360.877.832,08","353.506,29",2010-04-09
Epitácio Pessoa,10/04/2010,87.74,"361.231.338,37","353.506,29",2010-04-10
Epitácio Pessoa,11/04/2010,88.17,"362.998.869,82","1.767.531,45",2010-04-11
Epitácio Pessoa,12/04/2010,88.35,"363.705.882,40","707.012,58",2010-04-12
Epitácio Pessoa,13/04/2010,88.43,"364.059.388,69","353.506,29",2010-04-13
Epitácio Pessoa,14/04/2010,88.43,"364.059.388,69",0,2010-04-14
Epitácio Pessoa,15/04/2010,88.35,"363.705.882,40","-353.506,29",2010-04-15
Epitácio Pessoa,16/04/2010,88.26,"363.352.376,11","-353.506,29",2010-04-16
Epitácio Pessoa,17/04/2010,88.26,"363.352.376,11",0,2010-04-17
Epitácio Pessoa,18/04/2010,88.26,"363.352.376,11",0,2010-04-18
Epitácio Pessoa,19/04/2010,88.26,"363.352.376,11",0,2010-04-19
Epitácio Pessoa,20/04/2010,88.17,"362.998.869,82","-353.506,29",2010-04-20
Epitácio Pessoa,21/04/2010,88.09,"362.645.363,53","-353.506,29",2010-04-21
Epitácio Pessoa,22/04/2010,88.09,"362.645.363,53",0,2010-04-22
Epitácio Pessoa,23/04/2010,88.0,"362.291.857,24","-353.506,29",2010-04-23
Epitácio Pessoa,24/04/2010,88.0,"362.291.857,24",0,2010-04-24
Epitácio Pessoa,25/04/2010,87.92,"361.938.350,95","-353.506,29",2010-04-25
Epitácio Pessoa,26/04/2010,87.83,"361.584.844,66","-353.506,29",2010-04-26
Epitácio Pessoa,27/04/2010,87.92,"361.938.350,95","353.506,29",2010-04-27
Epitácio Pessoa,28/04/2010,87.83,"361.584.844,66","-353.506,29",2010-04-28
Epitácio Pessoa,29/04/2010,87.74,"361.231.338,37","-353.506,29",2010-04-29
Epitácio Pessoa,30/04/2010,87.66,"360.877.832,08","-353.506,29",2010-04-30
Epitácio Pessoa,01/05/2010,87.57,"360.524.325,79","-353.506,29",2010-05-01
Epitácio Pessoa,02/05/2010,87.49,"360.170.819,50","-353.506,29",2010-05-02
Epitácio Pessoa,03/05/2010,89.03,"366.533.932,72","6.363.113,22",2010-05-03
Epitácio Pessoa,04/05/2010,90.06,"370.776.008,20","4.242.075,48",2010-05-04
Epitácio Pessoa,05/05/2010,90.23,"371.483.020,78","707.012,58",2010-05-05
Epitácio Pessoa,06/05/2010,90.23,"371.483.020,78",0,2010-05-06
Epitácio Pessoa,07/05/2010,90.23,"371.483.020,78",0,2010-05-07
Epitácio Pessoa,08/05/2010,90.23,"371.483.020,78",0,2010-05-08
Epitácio Pessoa,09/05/2010,90.15,"371.129.514,49","-353.506,29",2010-05-09
Epitácio Pessoa,10/05/2010,90.06,"370.776.008,20","-353.506,29",2010-05-10
Epitácio Pessoa,11/05/2010,89.98,"370.422.501,91","-353.506,29",2010-05-11
Epitácio Pessoa,12/05/2010,89.89,"370.068.995,62","-353.506,29",2010-05-12
Epitácio Pessoa,13/05/2010,89.89,"370.068.995,62",0,2010-05-13
Epitácio Pessoa,14/05/2010,89.81,"369.715.489,33","-353.506,29",2010-05-14
Epitácio Pessoa,15/05/2010,89.72,"369.361.983,04","-353.506,29",2010-05-15
Epitácio Pessoa,16/05/2010,89.63,"369.008.476,75","-353.506,29",2010-05-16
Epitácio Pessoa,17/05/2010,89.55,"368.654.970,46","-353.506,29",2010-05-17
Epitácio Pessoa,18/05/2010,89.46,"368.301.464,17","-353.506,29",2010-05-18
Epitácio Pessoa,19/05/2010,89.38,"367.947.957,88","-353.506,29",2010-05-19
Epitácio Pessoa,20/05/2010,89.29,"367.594.451,59","-353.506,29",2010-05-20
Epitácio Pessoa,21/05/2010,89.2,"367.240.945,30","-353.506,29",2010-05-21
Epitácio Pessoa,22/05/2010,89.12,"366.887.439,01","-353.506,29",2010-05-22
Epitácio Pessoa,23/05/2010,89.03,"366.533.932,72","-353.506,29",2010-05-23
Epitácio Pessoa,24/05/2010,89.03,"366.533.932,72",0,2010-05-24
Epitácio Pessoa,25/05/2010,88.95,"366.180.426,43","-353.506,29",2010-05-25
Epitácio Pessoa,26/05/2010,88.86,"365.826.920,14","-353.506,29",2010-05-26
Epitácio Pessoa,27/05/2010,88.77,"365.473.413,85","-353.506,29",2010-05-27
Epitácio Pessoa,28/05/2010,88.69,"365.119.907,56","-353.506,29",2010-05-28
Epitácio Pessoa,29/05/2010,88.6,"364.766.401,27","-353.506,29",2010-05-29
Epitácio Pessoa,30/05/2010,88.52,"364.412.894,98","-353.506,29",2010-05-30
Epitácio Pessoa,31/05/2010,88.43,"364.059.388,69","-353.506,29",2010-05-31
Epitácio Pessoa,01/06/2010,88.35,"363.705.882,40","-353.506,29",2010-06-01
Epitácio Pessoa,02/06/2010,88.26,"363.352.376,11","-353.506,29",2010-06-02
Epitácio Pessoa,03/06/2010,88.17,"362.998.869,82","-353.506,29",2010-06-03
Epitácio Pessoa,04/06/2010,88.09,"362.645.363,53","-353.506,29",2010-06-04
Epitácio Pessoa,05/06/2010,88.17,"362.998.869,82","353.506,29",2010-06-05
Epitácio Pessoa,06/06/2010,88.17,"362.998.869,82",0,2010-06-06
Epitácio Pessoa,07/06/2010,88.09,"362.645.363,53","-353.506,29",2010-06-07
Epitácio Pessoa,08/06/2010,88.09,"362.645.363,53",0,2010-06-08
Epitácio Pessoa,09/06/2010,88.0,"362.291.857,24","-353.506,29",2010-06-09
Epitácio Pessoa,10/06/2010,87.92,"361.938.350,95","-353.506,29",2010-06-10
Epitácio Pessoa,11/06/2010,87.83,"361.584.844,66","-353.506,29",2010-06-11
Epitácio Pessoa,12/06/2010,87.74,"361.231.338,37","-353.506,29",2010-06-12
Epitácio Pessoa,13/06/2010,87.66,"360.877.832,08","-353.506,29",2010-06-13
Epitácio Pessoa,14/06/2010,87.57,"360.524.325,79","-353.506,29",2010-06-14
Epitácio Pessoa,15/06/2010,87.49,"360.170.819,50","-353.506,29",2010-06-15
Epitácio Pessoa,16/06/2010,87.4,"359.817.313,21","-353.506,29",2010-06-16
Epitácio Pessoa,17/06/2010,87.49,"360.170.819,50","353.506,29",2010-06-17
Epitácio Pessoa,18/06/2010,88.0,"362.291.857,24","2.121.037,74",2010-06-18
Epitácio Pessoa,19/06/2010,88.17,"362.998.869,82","707.012,58",2010-06-19
Epitácio Pessoa,20/06/2010,88.17,"362.998.869,82",0,2010-06-20
Epitácio Pessoa,21/06/2010,88.17,"362.998.869,82",0,2010-06-21
Epitácio Pessoa,22/06/2010,88.09,"362.645.363,53","-353.506,29",2010-06-22
Epitácio Pessoa,23/06/2010,88.17,"362.998.869,82","353.506,29",2010-06-23
Epitácio Pessoa,24/06/2010,88.17,"362.998.869,82",0,2010-06-24
Epitácio Pessoa,25/06/2010,88.17,"362.998.869,82",0,2010-06-25
Epitácio Pessoa,26/06/2010,88.09,"362.645.363,53","-353.506,29",2010-06-26
Epitácio Pessoa,27/06/2010,88.09,"362.645.363,53",0,2010-06-27
Epitácio Pessoa,28/06/2010,88.09,"362.645.363,53",0,2010-06-28
Epitácio Pessoa,29/06/2010,88.09,"362.645.363,53",0,2010-06-29
Epitácio Pessoa,30/06/2010,88.09,"362.645.363,53",0,2010-06-30
Epitácio Pessoa,01/07/2010,88.09,"362.645.363,53",0,2010-07-01
Epitácio Pessoa,02/07/2010,88.09,"362.645.363,53",0,2010-07-02
Epitácio Pessoa,03/07/2010,88.09,"362.645.363,53",0,2010-07-03
Epitácio Pessoa,04/07/2010,88.09,"362.645.363,53",0,2010-07-04
Epitácio Pessoa,05/07/2010,88.0,"362.291.857,24","-353.506,29",2010-07-05
Epitácio Pessoa,06/07/2010,88.0,"362.291.857,24",0,2010-07-06
Epitácio Pessoa,07/07/2010,87.92,"361.938.350,95","-353.506,29",2010-07-07
Epitácio Pessoa,08/07/2010,87.83,"361.584.844,66","-353.506,29",2010-07-08
Epitácio Pessoa,09/07/2010,87.83,"361.584.844,66",0,2010-07-09
Epitácio Pessoa,10/07/2010,87.74,"361.231.338,37","-353.506,29",2010-07-10
Epitácio Pessoa,11/07/2010,87.66,"360.877.832,08","-353.506,29",2010-07-11
Epitácio Pessoa,12/07/2010,87.66,"360.877.832,08",0,2010-07-12
Epitácio Pessoa,13/07/2010,87.49,"360.170.819,50","-707.012,58",2010-07-13
Epitácio Pessoa,14/07/2010,87.49,"360.170.819,50",0,2010-07-14
Epitácio Pessoa,15/07/2010,87.49,"360.170.819,50",0,2010-07-15
Epitácio Pessoa,16/07/2010,87.4,"359.817.313,21","-353.506,29",2010-07-16
Epitácio Pessoa,17/07/2010,87.31,"359.463.806,92","-353.506,29",2010-07-17
Epitácio Pessoa,18/07/2010,87.23,"359.110.300,63","-353.506,29",2010-07-18
Epitácio Pessoa,19/07/2010,87.14,"358.756.794,34","-353.506,29",2010-07-19
Epitácio Pessoa,20/07/2010,87.06,"358.403.288,05","-353.506,29",2010-07-20
Epitácio Pessoa,21/07/2010,86.97,"358.049.781,76","-353.506,29",2010-07-21
Epitácio Pessoa,22/07/2010,86.97,"358.049.781,76",0,2010-07-22
Epitácio Pessoa,23/07/2010,87.06,"358.403.288,05","353.506,29",2010-07-23
Epitácio Pessoa,24/07/2010,86.97,"358.049.781,76","-353.506,29",2010-07-24
Epitácio Pessoa,25/07/2010,86.89,"357.696.275,47","-353.506,29",2010-07-25
Epitácio Pessoa,26/07/2010,86.8,"357.342.769,18","-353.506,29",2010-07-26
Epitácio Pessoa,27/07/2010,86.71,"356.989.262,89","-353.506,29",2010-07-27
Epitácio Pessoa,28/07/2010,86.63,"356.635.756,60","-353.506,29",2010-07-28
Epitácio Pessoa,29/07/2010,86.54,"356.282.250,31","-353.506,29",2010-07-29
Epitácio Pessoa,30/07/2010,86.54,"356.282.250,31",0,2010-07-30
Epitácio Pessoa,31/07/2010,86.46,"355.928.744,02","-353.506,29",2010-07-31
Epitácio Pessoa,01/08/2010,86.37,"355.575.237,73","-353.506,29",2010-08-01
Epitácio Pessoa,02/08/2010,86.37,"355.575.237,73",0,2010-08-02
Epitácio Pessoa,03/08/2010,86.28,"355.221.731,44","-353.506,29",2010-08-03
Epitácio Pessoa,04/08/2010,86.2,"354.868.225,15","-353.506,29",2010-08-04
Epitácio Pessoa,05/08/2010,86.11,"354.514.718,86","-353.506,29",2010-08-05
Epitácio Pessoa,06/08/2010,86.11,"354.514.718,86",0,2010-08-06
Epitácio Pessoa,07/08/2010,86.03,"354.161.212,57","-353.506,29",2010-08-07
Epitácio Pessoa,08/08/2010,86.03,"354.161.212,57",0,2010-08-08
Epitácio Pessoa,09/08/2010,85.94,"353.807.706,28","-353.506,29",2010-08-09
Epitácio Pessoa,10/08/2010,85.94,"353.807.706,28",0,2010-08-10
Epitácio Pessoa,11/08/2010,85.86,"353.454.199,99","-353.506,29",2010-08-11
Epitácio Pessoa,12/08/2010,85.77,"353.100.693,70","-353.506,29",2010-08-12
Epitácio Pessoa,13/08/2010,85.68,"352.747.187,41","-353.506,29",2010-08-13
Epitácio Pessoa,14/08/2010,85.6,"352.393.681,12","-353.506,29",2010-08-14
Epitácio Pessoa,15/08/2010,85.51,"352.040.174,83","-353.506,29",2010-08-15
Epitácio Pessoa,16/08/2010,85.43,"351.686.668,54","-353.506,29",2010-08-16
Epitácio Pessoa,17/08/2010,85.34,"351.333.162,25","-353.506,29",2010-08-17
Epitácio Pessoa,18/08/2010,85.34,"351.333.162,25",0,2010-08-18
Epitácio Pessoa,19/08/2010,85.25,"350.979.655,96","-353.506,29",2010-08-19
Epitácio Pessoa,20/08/2010,85.08,"350.272.643,38","-707.012,58",2010-08-20
Epitácio Pessoa,21/08/2010,85.08,"350.272.643,38",0,2010-08-21
Epitácio Pessoa,22/08/2010,85.0,"349.919.137,09","-353.506,29",2010-08-22
Epitácio Pessoa,23/08/2010,85.0,"349.919.137,09",0,2010-08-23
Epitácio Pessoa,24/08/2010,84.91,"349.565.630,80","-353.506,29",2010-08-24
Epitácio Pessoa,25/08/2010,84.82,"349.212.124,51","-353.506,29",2010-08-25
Epitácio Pessoa,26/08/2010,84.74,"348.858.618,22","-353.506,29",2010-08-26
Epitácio Pessoa,27/08/2010,84.65,"348.505.111,93","-353.506,29",2010-08-27
Epitácio Pessoa,28/08/2010,84.57,"348.151.605,64","-353.506,29",2010-08-28
Epitácio Pessoa,29/08/2010,84.48,"347.798.099,35","-353.506,29",2010-08-29
Epitácio Pessoa,30/08/2010,84.48,"347.798.099,35",0,2010-08-30
Epitácio Pessoa,31/08/2010,84.4,"347.444.593,06","-353.506,29",2010-08-31
Epitácio Pessoa,01/09/2010,84.31,"347.091.086,77","-353.506,29",2010-09-01
Epitácio Pessoa,02/09/2010,84.22,"346.737.580,48","-353.506,29",2010-09-02
Epitácio Pessoa,03/09/2010,84.14,"346.384.074,19","-353.506,29",2010-09-03
Epitácio Pessoa,04/09/2010,84.05,"346.030.567,90","-353.506,29",2010-09-04
Epitácio Pessoa,05/09/2010,83.97,"345.677.061,61","-353.506,29",2010-09-05
Epitácio Pessoa,06/09/2010,83.88,"345.323.555,32","-353.506,29",2010-09-06
Epitácio Pessoa,07/09/2010,83.79,"344.970.049,03","-353.506,29",2010-09-07
Epitácio Pessoa,08/09/2010,83.71,"344.616.542,74","-353.506,29",2010-09-08
Epitácio Pessoa,09/09/2010,83.62,"344.263.036,45","-353.506,29",2010-09-09
Epitácio Pessoa,10/09/2010,83.62,"344.263.036,45",0,2010-09-10
Epitácio Pessoa,11/09/2010,83.54,"343.909.530,16","-353.506,29",2010-09-11
Epitácio Pessoa,12/09/2010,83.45,"343.556.023,87","-353.506,29",2010-09-12
Epitácio Pessoa,13/09/2010,83.37,"343.202.517,58","-353.506,29",2010-09-13
Epitácio Pessoa,14/09/2010,83.28,"342.849.011,29","-353.506,29",2010-09-14
Epitácio Pessoa,15/09/2010,83.28,"342.849.011,29",0,2010-09-15
Epitácio Pessoa,16/09/2010,83.19,342.495.505,"-353.506,29",2010-09-16
Epitácio Pessoa,17/09/2010,83.03,"341.815.316,18","-680.188,82",2010-09-17
Epitácio Pessoa,18/09/2010,82.95,"341.475.221,77","-340.094,41",2010-09-18
Epitácio Pessoa,19/09/2010,82.86,"341.135.127,36","-340.094,41",2010-09-19
Epitácio Pessoa,20/09/2010,82.78,"340.795.032,95","-340.094,41",2010-09-20
Epitácio Pessoa,21/09/2010,82.7,"340.454.938,54","-340.094,41",2010-09-21
Epitácio Pessoa,22/09/2010,82.62,"340.114.844,13","-340.094,41",2010-09-22
Epitácio Pessoa,23/09/2010,82.53,"339.774.749,72","-340.094,41",2010-09-23
Epitácio Pessoa,24/09/2010,82.45,"339.434.655,31","-340.094,41",2010-09-24
Epitácio Pessoa,25/09/2010,82.37,"339.094.560,90","-340.094,41",2010-09-25
Epitácio Pessoa,26/09/2010,82.28,"338.754.466,49","-340.094,41",2010-09-26
Epitácio Pessoa,27/09/2010,82.2,"338.414.372,08","-340.094,41",2010-09-27
Epitácio Pessoa,28/09/2010,82.12,"338.074.277,67","-340.094,41",2010-09-28
Epitácio Pessoa,29/09/2010,82.04,"337.734.183,26","-340.094,41",2010-09-29
Epitácio Pessoa,30/09/2010,81.95,"337.394.088,85","-340.094,41",2010-09-30
Epitácio Pessoa,01/10/2010,81.87,"337.053.994,44","-340.094,41",2010-10-01
Epitácio Pessoa,02/10/2010,81.79,"336.713.900,03","-340.094,41",2010-10-02
Epitácio Pessoa,03/10/2010,81.71,"336.373.805,62","-340.094,41",2010-10-03
Epitácio Pessoa,04/10/2010,81.62,"336.033.711,21","-340.094,41",2010-10-04
Epitácio Pessoa,05/10/2010,81.54,"335.693.616,80","-340.094,41",2010-10-05
Epitácio Pessoa,06/10/2010,81.46,"335.353.522,39","-340.094,41",2010-10-06
Epitácio Pessoa,07/10/2010,81.38,"335.013.427,98","-340.094,41",2010-10-07
Epitácio Pessoa,08/10/2010,81.29,"334.673.333,57","-340.094,41",2010-10-08
Epitácio Pessoa,09/10/2010,81.21,"334.333.239,16","-340.094,41",2010-10-09
Epitácio Pessoa,10/10/2010,81.05,"333.653.050,34","-680.188,82",2010-10-10
Epitácio Pessoa,11/10/2010,80.96,"333.312.955,93","-340.094,41",2010-10-11
Epitácio Pessoa,12/10/2010,80.88,"332.972.861,52","-340.094,41",2010-10-12
Epitácio Pessoa,13/10/2010,80.8,"332.632.767,11","-340.094,41",2010-10-13
Epitácio Pessoa,14/10/2010,80.72,"332.292.672,70","-340.094,41",2010-10-14
Epitácio Pessoa,15/10/2010,80.63,"331.952.578,29","-340.094,41",2010-10-15
Epitácio Pessoa,16/10/2010,80.47,"331.272.389,47","-680.188,82",2010-10-16
Epitácio Pessoa,17/10/2010,80.38,"330.932.295,06","-340.094,41",2010-10-17
Epitácio Pessoa,18/10/2010,80.3,"330.592.200,65","-340.094,41",2010-10-18
Epitácio Pessoa,19/10/2010,80.22,"330.252.106,24","-340.094,41",2010-10-19
Epitácio Pessoa,20/10/2010,80.14,"329.912.011,83","-340.094,41",2010-10-20
Epitácio Pessoa,21/10/2010,80.05,"329.571.917,42","-340.094,41",2010-10-21
Epitácio Pessoa,22/10/2010,79.97,"329.231.823,01","-340.094,41",2010-10-22
Epitácio Pessoa,23/10/2010,80.14,"329.912.011,83","680.188,82",2010-10-23
Epitácio Pessoa,24/10/2010,80.38,"330.932.295,06","1.020.283,23",2010-10-24
Epitácio Pessoa,25/10/2010,82.86,"341.135.127,36","10.202.832,30",2010-10-25
Epitácio Pessoa,26/10/2010,83.54,"343.909.530,16","2.774.402,80",2010-10-26
Epitácio Pessoa,27/10/2010,83.54,"343.909.530,16",0,2010-10-27
Epitácio Pessoa,28/10/2010,83.62,"344.263.036,45","353.506,29",2010-10-28
Epitácio Pessoa,29/10/2010,83.54,"343.909.530,16","-353.506,29",2010-10-29
Epitácio Pessoa,30/10/2010,83.45,"343.556.023,87","-353.506,29",2010-10-30
Epitácio Pessoa,31/10/2010,83.37,"343.202.517,58","-353.506,29",2010-10-31
Epitácio Pessoa,01/11/2010,83.28,"342.849.011,29","-353.506,29",2010-11-01
Epitácio Pessoa,02/11/2010,83.19,342.495.505,"-353.506,29",2010-11-02
Epitácio Pessoa,03/11/2010,83.11,"342.155.410,59","-340.094,41",2010-11-03
Epitácio Pessoa,04/11/2010,83.03,"341.815.316,18","-340.094,41",2010-11-04
Epitácio Pessoa,05/11/2010,82.95,"341.475.221,77","-340.094,41",2010-11-05
Epitácio Pessoa,06/11/2010,82.86,"341.135.127,36","-340.094,41",2010-11-06
Epitácio Pessoa,07/11/2010,82.78,"340.795.032,95","-340.094,41",2010-11-07
Epitácio Pessoa,08/11/2010,82.62,"340.114.844,13","-680.188,82",2010-11-08
Epitácio Pessoa,09/11/2010,82.53,"339.774.749,72","-340.094,41",2010-11-09
Epitácio Pessoa,10/11/2010,82.45,"339.434.655,31","-340.094,41",2010-11-10
Epitácio Pessoa,11/11/2010,82.28,"338.754.466,49","-680.188,82",2010-11-11
Epitácio Pessoa,12/11/2010,82.2,"338.414.372,08","-340.094,41",2010-11-12
Epitácio Pessoa,13/11/2010,82.12,"338.074.277,67","-340.094,41",2010-11-13
Epitácio Pessoa,14/11/2010,82.04,"337.734.183,26","-340.094,41",2010-11-14
Epitácio Pessoa,15/11/2010,81.95,"337.394.088,85","-340.094,41",2010-11-15
Epitácio Pessoa,16/11/2010,81.87,"337.053.994,44","-340.094,41",2010-11-16
Epitácio Pessoa,17/11/2010,81.79,"336.713.900,03","-340.094,41",2010-11-17
Epitácio Pessoa,18/11/2010,81.71,"336.373.805,62","-340.094,41",2010-11-18
Epitácio Pessoa,19/11/2010,81.54,"335.693.616,80","-680.188,82",2010-11-19
Epitácio Pessoa,20/11/2010,81.46,"335.353.522,39","-340.094,41",2010-11-20
Epitácio Pessoa,21/11/2010,81.38,"335.013.427,98","-340.094,41",2010-11-21
Epitácio Pessoa,22/11/2010,81.21,"334.333.239,16","-680.188,82",2010-11-22
Epitácio Pessoa,23/11/2010,81.13,"333.993.144,75","-340.094,41",2010-11-23
Epitácio Pessoa,24/11/2010,81.05,"333.653.050,34","-340.094,41",2010-11-24
Epitácio Pessoa,25/11/2010,80.96,"333.312.955,93","-340.094,41",2010-11-25
Epitácio Pessoa,26/11/2010,80.8,"332.632.767,11","-680.188,82",2010-11-26
Epitácio Pessoa,27/11/2010,80.72,"332.292.672,70","-340.094,41",2010-11-27
Epitácio Pessoa,28/11/2010,80.63,"331.952.578,29","-340.094,41",2010-11-28
Epitácio Pessoa,29/11/2010,80.55,"331.612.483,88","-340.094,41",2010-11-29
Epitácio Pessoa,30/11/2010,80.47,"331.272.389,47","-340.094,41",2010-11-30
Epitácio Pessoa,01/12/2010,80.3,"330.592.200,65","-680.188,82",2010-12-01
Epitácio Pessoa,02/12/2010,80.22,"330.252.106,24","-340.094,41",2010-12-02
Epitácio Pessoa,03/12/2010,80.14,"329.912.011,83","-340.094,41",2010-12-03
Epitácio Pessoa,04/12/2010,80.05,"329.571.917,42","-340.094,41",2010-12-04
Epitácio Pessoa,05/12/2010,79.89,"328.891.728,60","-680.188,82",2010-12-05
Epitácio Pessoa,06/12/2010,79.81,"328.551.634,19","-340.094,41",2010-12-06
Epitácio Pessoa,07/12/2010,79.72,"328.211.539,78","-340.094,41",2010-12-07
Epitácio Pessoa,08/12/2010,79.64,"327.871.445,37","-340.094,41",2010-12-08
Epitácio Pessoa,09/12/2010,79.56,"327.531.350,96","-340.094,41",2010-12-09
Epitácio Pessoa,10/12/2010,79.48,"327.191.256,55","-340.094,41",2010-12-10
Epitácio Pessoa,11/12/2010,79.39,"326.851.162,14","-340.094,41",2010-12-11
Epitácio Pessoa,12/12/2010,79.31,"326.511.067,73","-340.094,41",2010-12-12
Epitácio Pessoa,13/12/2010,79.31,"326.511.067,73",0,2010-12-13
Epitácio Pessoa,14/12/2010,79.23,"326.170.973,32","-340.094,41",2010-12-14
Epitácio Pessoa,15/12/2010,79.15,"325.830.878,91","-340.094,41",2010-12-15
Epitácio Pessoa,16/12/2010,78.98,"325.150.690,09","-680.188,82",2010-12-16
Epitácio Pessoa,17/12/2010,78.98,"325.150.690,09",0,2010-12-17
Epitácio Pessoa,18/12/2010,78.98,"325.150.690,09",0,2010-12-18
Epitácio Pessoa,19/12/2010,78.98,"325.150.690,09",0,2010-12-19
Epitácio Pessoa,20/12/2010,78.98,"325.150.690,09",0,2010-12-20
